Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possible	From	Tags
470	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54338.758996356	54339.955996356	330643	331840	2014/3/21  9:05:30.759	1.197	16.5	28.4	0.9	17.6	26.4	fm		Unidentified.calls
471	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54342.163996998	54343.359996998	334048	335244	2014/3/21  9:05:34.164	1.196	16.8	28.7	0.9	19.5	28.3	fm		Unidentified.calls
472	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54346.764997992	54348.145997992	338649	340030	2014/3/21  9:05:38.765	1.381	17.1	28.4	1.1	17.6	28.3	fm		Unidentified.calls
473	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54347.686004865	54348.790004865	339570	340674	2014/3/21  9:05:39.686	1.104	19.2	31.0	0.9	19.5	29.3	fm		Unidentified.calls
474	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54349.249997589	54350.537997589	341134	342422	2014/3/21  9:05:41.250	1.288	19.2	26.0	0.6	19.5	25.4	fm		Unidentified.calls
475	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54355.415001366	54357.900001366	347299	349784	2014/3/21  9:05:47.415	2.485	15.7	26.3	2.2	17.6	24.4	fm		Unidentified.calls
476	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54356.704000611	54357.90000061	348588	349784	2014/3/21  9:05:48.704	1.196	16.0	26.9	1.1	17.6	26.4	fm		Unidentified.calls
477	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54357.807997841	54358.727997841	349692	350612	2014/3/21  9:05:49.808	0.92	16.8	29.6	0.8	17.6	28.3	fm		Unidentified.calls
478	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54359.464003745	54360.385003745	351348	352269	2014/3/21  9:05:51.464	0.921	17.4	25.1	0.6	17.6	23.4	fm		Unidentified.calls
479	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54377.777000371	54378.605000371	369661	370489	2014/3/21  9:06:09.777	0.828	16.8	26.6	0.6	17.6	26.4	fm		Unidentified.calls
480	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54387.34700479	54388.54400479	379231	380428	2014/3/21  9:06:19.347	1.197	15.1	29.3	0.9	17.6	25.4	fm		Unidentified.calls
481	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54388.175998482	54389.463998482	380060	381348	2014/3/21  9:06:20.176	1.288	19.5	31.9	1.1	19.5	28.3	fm		Unidentified.calls
482	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54389.740001265	54390.752001265	381624	382636	2014/3/21  9:06:21.740	1.012	14.5	25.4	0.9	15.6	24.4	fm		Unidentified.calls
483	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54397.378000471	54398.298000471	389262	390182	2014/3/21  9:06:29.378	0.92	16.5	26.9	0.6	18.6	25.4	fm		Unidentified.calls
484	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54399.679003883	54400.507003883	391563	392391	2014/3/21  9:06:31.679	0.828	16.3	28.4	0.5	17.6	27.3	fm		Unidentified.calls
485	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54401.242996607	54402.346996607	393127	394231	2014/3/21  9:06:33.243	1.104	16.0	29.8	0.6	17.6	27.3	fm		Unidentified.calls
486	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54403.070999164	54404.174999164	394955	396059	2014/3/21  9:06:34.071	1.104	20.1	29.6	0.9	20.5	28.3	fm		Unidentified.calls
487	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54403.63600314	54404.55600314	395520	396440	2014/3/21  9:06:35.636	0.92	18.0	28.1	0.6	19.5	26.4	fm		Unidentified.calls
488	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54408.42100032	54409.43300032	400305	401317	2014/3/21  9:06:40.421	1.012	17.4	30.7	0.8	17.6	27.3	fm		Unidentified.calls
489	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54409.341001365	54410.353001365	401225	402237	2014/3/21  9:06:41.341	1.012	18.0	28.7	0.8	18.6	27.3	fm		Unidentified.calls
490	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54418.898996193	54419.910996193	410783	411795	2014/3/21  9:06:50.899	1.012	18.3	29.0	0.8	18.6	27.3	fm		Unidentified.calls
491	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54420.094996545	54421.015996545	411979	412900	2014/3/21  9:06:51.095	0.921	16.8	29.6	0.8	17.6	27.3	fm		Unidentified.calls
492	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54420.200005028	54421.672005028	412084	413556	2014/3/21  9:06:52.200	1.472	17.1	28.7	1.1	18.6	25.4	fm		Unidentified.calls
493	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54439.43199687	54440.53699687	431316	432421	2014/3/21  9:07:11.432	1.105	16.5	26.3	0.8	17.6	25.4	fm		Unidentified.calls
494	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54440.98499589	54442.73299589	432869	434617	2014/3/21  9:07:12.985	1.748	18.9	29.0	1.5	19.5	27.3	fm		Unidentified.calls
495	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54441.549004096	54442.561004096	433433	434445	2014/3/21  9:07:13.549	1.012	17.4	26.6	0.6	17.6	25.4	fm		Unidentified.calls
496	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54448.415995616	54449.611995616	440300	441496	2014/3/21  9:07:20.416	1.196	29.6	56.7	0.9	30.3	52.7	fm		Unidentified.calls
497	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54463.692004088	54465.072004088	455576	456956	2014/3/21  9:07:35.692	1.38	39.6	61.8	0.9	40.0	60.5	fm		Unidentified.calls
498	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54533.721004653	54534.549004653	525605	526433	2014/3/21  9:08:45.721	0.828	23.9	39.0	0.8	24.4	38.1	fm		Unidentified.calls
499	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54548.168995086	54549.640995086	540053	541525	2014/3/21  9:09:00.169	1.472	29.3	61.8	0.9	31.2	58.6	fm		Unidentified.calls
500	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54562.489003915	54563.317003915	554373	555201	2014/3/21  9:09:14.489	0.828	16.3	29.3	0.5	17.6	27.3	fm		Unidentified.calls
501	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54564.040997106	54565.605997106	555925	557490	2014/3/21  9:09:15.041	1.565	21.3	30.4	1.4	21.5	28.3	fm		Unidentified.calls
502	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54564.789997268	54566.261997268	556674	558146	2014/3/21  9:09:16.790	1.472	16.0	24.5	0.9	16.6	24.4	fm		Unidentified.calls
503	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54565.526002127	54566.998002127	557410	558882	2014/3/21  9:09:17.526	1.472	33.7	66.2	1.1	36.1	62.5	fm		Unidentified.calls
504	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54572.151997167	54573.163997167	564036	565048	2014/3/21  9:09:24.152	1.012	14.5	26.9	0.6	15.6	25.4	fm		Unidentified.calls
505	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54574.072002846	54575.268002846	565956	567152	2014/3/21  9:09:25.072	1.196	19.2	29.3	1.1	19.5	26.4	fm		Unidentified.calls
506	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54574.360001687	54575.556001687	566244	567440	2014/3/21  9:09:26.360	1.196	17.4	27.2	1.1	18.6	25.4	fm		Unidentified.calls
507	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54594.040995318	54595.512995318	585925	587397	2014/3/21  9:09:45.041	1.472	15.1	28.4	1.2	16.6	27.3	fm		Unidentified.calls
508	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54594.237001095	54595.341001095	586121	587225	2014/3/21  9:09:46.237	1.104	18.9	28.4	0.9	20.5	27.3	fm		Unidentified.calls
509	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54595.525004569	54597.182004569	587409	589066	2014/3/21  9:09:47.525	1.657	14.8	27.2	1.2	17.6	26.4	fm		Unidentified.calls
510	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54603.25499684	54604.359996839	595139	596244	2014/3/21  9:09:55.255	1.105	16.5	27.2	0.6	17.6	26.4	fm		Unidentified.calls
511	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54632.243000943	54633.347000943	624127	625231	2014/3/21  9:10:24.243	1.104	16.0	28.4	0.8	16.6	27.3	fm		Unidentified.calls
512	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54633.254995051	54634.082995051	625139	625967	2014/3/21  9:10:25.255	0.828	18.9	29.3	0.6	19.5	29.3	fm		Unidentified.calls
513	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54636.095001775	54636.371001775	627979	628255	2014/3/21  9:10:27.095	0.276	19.2	27.5	0.2	19.5	27.3	fm		Unidentified.calls
514	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54637.01599859	54638.48799859	628900	630372	2014/3/21  9:10:28.016	1.472	16.0	26.9	1.4	17.6	26.4	fm		Unidentified.calls
515	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54642.641003284	54643.561003284	634525	635445	2014/3/21  9:10:34.641	0.92	16.0	28.4	0.6	16.6	27.3	fm		Unidentified.calls
516	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54652.10699499	54653.30399499	643991	645188	2014/3/21  9:10:43.107	1.197	50.5	66.5	1.1	50.8	66.4	fm		Unidentified.calls
517	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54652.855995152	54654.051995152	644740	645936	2014/3/21  9:10:44.856	1.196	17.7	28.1	1.1	18.6	26.4	fm		Unidentified.calls
518	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54654.236001748	54655.801001748	646120	647685	2014/3/21  9:10:46.236	1.565	17.4	26.9	1.1	19.5	25.4	fm		Unidentified.calls
519	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54695.519000519	54697.268000519	687403	689152	2014/3/21  9:11:27.519	1.749	16.0	29.0	1.1	17.6	27.3	fm		Unidentified.calls
520	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54705.273996893	54706.561996893	697158	698446	2014/3/21  9:11:37.274	1.288	17.4	29.8	1.1	18.6	27.3	fm		Unidentified.calls
521	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54798.077999655	54799.273999655	789962	791158	2014/3/21  9:13:09.078	1.196	16.3	27.5	1.1	17.6	27.3	fm		Unidentified.calls
522	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54799.090003822	54800.655003822	790974	792539	2014/3/21  9:13:10.090	1.565	15.4	29.8	1.5	17.6	27.3	fm		Unidentified.calls
523	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54799.28599954	54800.85099954	791170	792735	2014/3/21  9:13:11.286	1.565	16.3	25.1	1.2	17.6	24.4	fm		Unidentified.calls
524	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54806.555996317	54807.752996317	798440	799637	2014/3/21  9:13:18.556	1.197	16.3	28.7	1.1	17.6	27.3	fm		Unidentified.calls
525	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54807.568000484	54808.765000484	799452	800649	2014/3/21  9:13:19.568	1.197	17.7	30.7	1.1	18.6	27.3	fm		Unidentified.calls
526	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54809.948997426	54811.420997426	801833	803305	2014/3/21  9:13:21.949	1.472	16.8	28.4	1.2	17.6	28.3	fm		Unidentified.calls
527	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54834.978996444	54836.819996444	826863	828704	2014/3/21  9:13:46.979	1.841	14.5	28.4	1.2	16.6	27.3	fm		Unidentified.calls
528	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54835.451001528	54836.556001528	827335	828440	2014/3/21  9:13:47.451	1.105	16.3	30.4	0.8	16.6	27.3	fm		Unidentified.calls
529	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54836.556004587	54837.936004587	828440	829820	2014/3/21  9:13:48.556	1.38	16.8	27.5	0.8	18.6	25.4	fm		Unidentified.calls
530	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54845.010002184	54847.126002184	836894	839010	2014/3/21  9:13:56.010	2.116	14.8	27.5	1.5	16.6	26.4	fm		Unidentified.calls
531	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54845.48199721	54846.49399721	837366	838378	2014/3/21  9:13:57.482	1.012	16.0	29.3	0.8	16.6	28.3	fm		Unidentified.calls
532	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54846.770000685	54847.967000685	838654	839851	2014/3/21  9:13:58.770	1.197	16.5	25.4	1.1	17.6	24.4	fm		Unidentified.calls
533	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54867.198998708	54868.947998708	859083	860832	2014/3/21  9:14:19.199	1.749	16.8	32.2	1.4	17.6	30.3	fm		Unidentified.calls
534	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54875.814995024	54876.826995024	867699	868711	2014/3/21  9:14:27.815	1.012	18.3	29.0	0.8	18.6	28.3	fm		Unidentified.calls
535	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54875.985995907	54877.090995907	867870	868975	2014/3/21  9:14:27.986	1.105	16.8	29.6	0.9	17.6	28.3	fm		Unidentified.calls
536	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54878.103003133	54879.483003133	869987	871367	2014/3/21  9:14:29.103	1.38	18.6	28.7	1.2	19.5	27.3	fm		Unidentified.calls
537	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54888.697996962	54889.893996962	880582	881778	2014/3/21  9:14:40.698	1.196	16.8	31.0	0.8	17.6	29.3	fm		Unidentified.calls
538	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54889.434001822	54890.722001822	881318	882606	2014/3/21  9:14:41.434	1.288	21.0	32.2	1.1	22.5	29.3	fm		Unidentified.calls
539	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54891.905996058	54893.194996058	883790	885079	2014/3/21  9:14:43.906	1.289	18.9	26.3	0.8	20.5	25.4	fm		Unidentified.calls
540	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54892.471000034	54894.403000034	884355	886287	2014/3/21  9:14:44.471	1.932	16.0	24.8	1.4	16.6	23.4	fm		Unidentified.calls
541	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54893.103002239	54894.667002239	884987	886551	2014/3/21  9:14:44.103	1.564	27.8	43.7	1.2	29.3	41.0	fm		Unidentified.calls
542	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54907.561996433	54914.003996434	899446	905888	2014/3/21  9:14:59.562	6.442	17.7	27.5	5.2	18.6	27.3	low pulses		Unidentified.calls
543	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54909.403004352	54910.967004352	901287	902851	2014/3/21  9:15:01.403	1.564	36.6	64.7	1.1	38.1	61.5	fm		Unidentified.calls
544	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54937.285995338	54943.266995338	929170	935151	2014/3/21  9:15:29.286	5.981	16.5	27.8	4.6	17.6	26.4	low pulses		Unidentified.calls
545	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54961.108004529	54966.721004529	952992	958605	2014/3/21  9:15:52.108	5.613	15.1	27.5	5.2	16.6	26.4	low pulses		Unidentified.calls
546	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54969.217998761	54974.002998761	961102	965887	2014/3/21  9:16:01.218	4.785	15.4	28.4	3.8	16.6	27.3	low pulses		Unidentified.calls
547	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54989.520000893	54991.084000893	981404	982968	2014/3/21  9:16:21.520	1.564	15.1	30.4	1.1	16.6	28.3	fm		Unidentified.calls
548	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54991.543999169	54993.384999169	983428	985269	2014/3/21  9:16:23.544	1.841	20.1	30.7	1.5	21.5	30.3	fm		Unidentified.calls
549	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54993.201000843	54995.133000843	985085	987017	2014/3/21  9:16:25.201	1.932	18.3	31.6	1.4	18.6	29.3	fm		Unidentified.calls
550	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	54999.366004619	55000.931004619	991250	992815	2014/3/21  9:16:31.366	1.565	15.7	27.8	1.1	16.6	26.4	fm		Unidentified.calls
551	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55021.636000502	55023.200000502	1013520	1015084	2014/3/21  9:16:53.636	1.564	13.6	26.0	1.2	16.6	25.4	fm		Unidentified.calls
552	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55031.573997292	55032.954997292	1023458	1024839	2014/3/21  9:17:03.574	1.381	16.3	29.3	1.1	16.6	28.3	fm		Unidentified.calls
553	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55053.844003234	55055.408003234	1045728	1047292	2014/3/21  9:17:25.844	1.564	39.0	64.4	0.9	39.1	62.5	fm		Unidentified.calls
554	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55062.402003485	55063.598003485	1054286	1055482	2014/3/21  9:17:34.402	1.196	15.7	27.8	1.1	17.6	26.4	fm		Unidentified.calls
555	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55091.537995118	55092.826995118	1083422	1084711	2014/3/21  9:18:03.538	1.289	16.0	29.3	1.1	16.6	27.3	fm		Unidentified.calls
556	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55113.059996668	55114.531996668	1104944	1106416	2014/3/21  9:18:24.060	1.472	37.8	56.4	1.2	39.1	54.7	fm		Unidentified.calls
557	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55118.029000092	55119.409000092	1109913	1111293	2014/3/21  9:18:29.029	1.38	46.4	66.5	1.2	46.9	65.4	fm		Unidentified.calls
558	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55118.868997547	55119.881997547	1110753	1111766	2014/3/21  9:18:30.869	1.013	15.7	29.0	0.8	17.6	27.3	fm		Unidentified.calls
559	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55129.899997863	55131.463997864	1121784	1123348	2014/3/21  9:18:41.900	1.564	13.9	28.7	1.4	16.6	27.3	fm		Unidentified.calls
560	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55132.581003237	55134.513003237	1124465	1126397	2014/3/21  9:18:44.581	1.932	14.8	27.5	1.4	16.6	27.3	fm		Unidentified.calls
561	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55144.820003438	55146.108003438	1136704	1137992	2014/3/21  9:18:56.820	1.288	18.9	34.6	1.1	19.5	31.2	fm		Unidentified.calls
562	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55145.084003213	55146.096003213	1136968	1137980	2014/3/21  9:18:56.084	1.012	18.9	31.6	0.9	19.5	31.2	fm		Unidentified.calls
563	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55231.747001264	55233.127001264	1223631	1225011	2014/3/21  9:20:23.747	1.38	37.8	68.3	0.5	41.0	55.7	fm		Unidentified.calls
564	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55242.788995284	55244.353995284	1234673	1236238	2014/3/21  9:20:34.789	1.565	14.5	28.4	0.9	16.6	26.4	fm		Unidentified.calls
565	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55308.998996246	55309.918996246	1300883	1301803	2014/3/21  9:21:40.999	0.92	15.7	29.3	0.6	16.6	27.3	fm		Unidentified.calls
566	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55317.384999845	55318.488999845	1309269	1310373	2014/3/21  9:21:49.385	1.104	16.3	28.1	0.9	17.6	27.3	fm		Unidentified.calls
567	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55326.40299559	55327.96799559	1318287	1319852	2014/3/21  9:21:58.403	1.565	43.7	82.7	0.9	46.9	76.2	fm		Unidentified.calls
568	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55340.010002855	55341.391002855	1331894	1333275	2014/3/21  9:22:11.010	1.381	17.1	28.7	1.1	17.6	28.3	fm		Unidentified.calls
569	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55342.32299574	55344.16399574	1334207	1336048	2014/3/21  9:22:14.323	1.841	62.4	90.1	1.1	70.3	86.9	fm		Unidentified.calls
570	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55348.304999101	55349.592999102	1340189	1341477	2014/3/21  9:22:20.305	1.288	37.2	71.5	0.6	39.1	67.4	fm		Unidentified.calls
571	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55358.518995199	55359.991995199	1350403	1351876	2014/3/21  9:22:30.519	1.473	39.6	67.4	0.6	41.0	58.6	fm		Unidentified.calls
572	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55360.451996181	55362.199996181	1352336	1354084	2014/3/21  9:22:32.452	1.748	13.6	30.4	1.4	15.6	28.3	fm		Unidentified.calls
573	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55373.334998119	55374.806998119	1365219	1366691	2014/3/21  9:22:45.335	1.472	17.4	29.3	1.2	17.6	28.3	fm		Unidentified.calls
574	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55375.543002639	55377.108002639	1367427	1368992	2014/3/21  9:22:47.543	1.565	16.5	27.5	1.1	16.6	26.4	fm		Unidentified.calls
575	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55376.739998761	55378.211998761	1368624	1370096	2014/3/21  9:22:48.740	1.472	96.3	117.9	0.9	97.7	115.2	fm		Unidentified.calls
576	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55381.340999756	55382.352999756	1373225	1374237	2014/3/21  9:22:53.341	1.012	16.5	27.5	0.8	17.6	26.4	fm		Unidentified.calls
577	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55383.273004967	55384.194004967	1375157	1376078	2014/3/21  9:22:55.273	0.921	16.3	27.8	0.8	18.6	26.4	fm		Unidentified.calls
578	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55386.113997403	55387.585997403	1377998	1379470	2014/3/21  9:22:57.114	1.472	16.5	28.1	1.1	17.6	26.4	fm		Unidentified.calls
579	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55386.769998673	55388.518998673	1378654	1380403	2014/3/21  9:22:58.770	1.749	16.8	27.5	1.4	17.6	26.4	fm		Unidentified.calls
580	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55406.831004325	55408.304004325	1398715	1400188	2014/3/21  9:23:18.831	1.473	17.1	27.5	1.1	17.6	26.4	fm		Unidentified.calls
581	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55441.765003133	55443.053003133	1433649	1434937	2014/3/21  9:23:53.765	1.288	17.4	32.5	0.9	18.6	29.3	fm		Unidentified.calls
582	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55444.053001184	55445.250001184	1435937	1437134	2014/3/21  9:23:55.053	1.197	23.0	35.2	0.9	23.4	29.3	fm		Unidentified.calls
583	Spectrogram 1	1	201_2014-03-21_09-00-00.wav	201_2014-03-21_09-00-00.wav	55445.813995454	55446.917995454	1437698	1438802	2014/3/21  9:23:57.814	1.104	18.0	30.4	0.8	18.6	29.3	fm		Unidentified.calls
