Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	From	Tags
336	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155507.139557116	155514.14947545	713037	720046	2017/2/26  21:11:53.140	7.01	23.5	27.8	4.6	24.4	26.4		Bm.Ant-A
337	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155599.729986021	155605.170519653	805627	811068	2017/2/26  21:13:25.730	5.441	23.9	27.8	3.5	24.4	27.3		Bm.Ant-A
338	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155756.231602729	155763.084582592	962129	968982	2017/2/26  21:16:02.232	6.853	23.3	28.7	5.4	23.4	27.3		Bm.Ant-A
339	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155785.419507651	155790.389225872	991317	996286	2017/2/26  21:16:31.420	4.97	23.7	28.3	4.2	24.4	27.3		Bm.Ant-A
340	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155801.270293136	155810.268098758	1007167	1016165	2017/2/26  21:16:47.270	8.998	23.3	28.0	7.2	23.4	27.3		Bm.Ant-A
341	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155839.35402856	155848.299521358	1045251	1054197	2017/2/26  21:17:25.354	8.945	23.7	27.6	7.1	24.4	26.4		Bm.Ant-A
342	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155867.307073514	155875.101684198	1073204	1080999	2017/2/26  21:17:53.307	7.795	23.5	28.1	6.2	24.4	27.3		Bm.Ant-A
343	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156049.933656519	156059.873092962	1255831	1265770	2017/2/26  21:20:55.934	9.939	23.3	27.8	8.3	23.4	27.3		Bm.Ant-A
344	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156135.283032085	156143.025329945	1341180	1348922	2017/2/26  21:22:21.283	7.742	23.9	28.5	6.0	24.4	28.3		Bm.Ant-A
345	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156251.202219875	156258.473702325	1457099	1464371	2017/2/26  21:24:17.202	7.271	23.7	27.6	5.7	24.4	26.4		Bm.Ant-A
346	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156314.59242183	156323.956417215	1520489	1529853	2017/2/26  21:25:20.592	9.364	23.5	28.1	7.5	24.4	26.4		Bm.Ant-A
347	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156339.807202701	156353.460849604	1545704	1559358	2017/2/26  21:25:45.807	13.654	23.9	27.8	9.4	24.4	27.3		Bm.Ant-A
348	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156368.847730836	156376.276151757	1574745	1582173	2017/2/26  21:26:14.848	7.428	23.9	28.1	5.9	24.4	27.3		Bm.Ant-A
349	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156449.66715652	156456.938638971	1655564	1662836	2017/2/26  21:27:35.667	7.271	23.3	28.3	5.5	23.4	27.3		Bm.Ant-A
350	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156475.980506682	156486.181507242	1681878	1692079	2017/2/26  21:28:01.981	10.201	23.5	28.9	7.9	24.4	27.3		Bm.Ant-A
351	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156494.708497454	156502.660046608	1700605	1708557	2017/2/26  21:28:20.708	7.952	23.9	28.0	6.5	24.4	27.3		Bm.Ant-A
352	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156603.868643242	156614.017330979	1809766	1819914	2017/2/26  21:30:09.869	10.149	24.3	28.7	8.8	24.4	28.3		Bm.Ant-A
353	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156622.701259661	156638.656670793	1828598	1844554	2017/2/26  21:30:28.701	15.955	23.5	28.1	12.6	24.4	27.3		Bm.Ant-A
354	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156737.866692354	156745.190487627	1943764	1951087	2017/2/26  21:32:23.867	7.324	23.5	28.0	6.0	24.4	27.3		Bm.Ant-A
355	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156792.321073011	156801.057314516	1998218	2006954	2017/2/26  21:33:18.321	8.736	23.9	28.0	7.5	24.4	27.3		Bm.Ant-A
356	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156801.89431969	156808.38110979	2007791	2014278	2017/2/26  21:33:27.894	6.487	23.7	27.8	5.9	24.4	27.3		Bm.Ant-A
357	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156854.529057273	156862.532919251	2060426	2068430	2017/2/26  21:34:20.529	8.004	23.7	27.6	5.4	24.4	27.3		Bm.Ant-A
358	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156919.278266535	156935.599867431	2125175	2141497	2017/2/26  21:35:25.278	16.322	23.9	28.3	14.2	24.4	26.4		Bm.Ant-A
359	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156993.508130349	157001.198115387	2199405	2207095	2017/2/26  21:36:39.508	7.69	23.5	28.3	5.4	24.4	27.3		Bm.Ant-A
360	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157059.586027624	157067.328325485	2265483	2273225	2017/2/26  21:37:45.586	7.742	23.9	27.6	4.8	24.4	26.4		Bm.Ant-A
361	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157120.694714819	157134.191423252	2326592	2340088	2017/2/26  21:38:46.695	13.497	23.5	27.8	7.9	24.4	26.4		Bm.Ant-A
362	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157149.414454857	157164.271296698	2355311	2370168	2017/2/26  21:39:15.414	14.857	23.5	28.1	11.9	24.4	27.3		Bm.Ant-A
363	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157187.997402235	157200.709418317	2393894	2406606	2017/2/26  21:39:53.997	12.712	23.7	28.0	7.9	24.4	26.4		Bm.Ant-A
364	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157218.901958827	157226.801195158	2424799	2432698	2017/2/26  21:40:24.902	7.899	23.5	27.6	6.8	24.4	27.3		Bm.Ant-A
365	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157254.003863318	157264.989556229	2459901	2470887	2017/2/26  21:40:59.004	10.986	23.5	28.3	7.7	24.4	26.4		Bm.Ant-A
366	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157290.723977214	157297.733895547	2496621	2503631	2017/2/26  21:41:36.724	7.01	23.5	28.5	5.2	24.4	27.3		Bm.Ant-A
367	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157321.850107127	157330.481722986	2527747	2536379	2017/2/26  21:42:07.850	8.632	23.9	28.5	6.6	24.4	27.3		Bm.Ant-A
368	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157519.163763334	157530.358707538	2725061	2736256	2017/2/26  21:45:25.164	11.195	24.3	27.6	9.4	24.4	27.3		Bm.Ant-A
369	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157583.128280245	157593.852409039	2789025	2799749	2017/2/26  21:46:29.128	10.724	23.5	28.3	9.1	24.4	27.3		Bm.Ant-A
370	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157648.433518689	157657.535949958	2854331	2863433	2017/2/26  21:47:34.434	9.102	23.3	27.8	7.5	23.4	27.3		Bm.Ant-A
371	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157711.373154702	157721.574155262	2917270	2927471	2017/2/26  21:48:37.373	10.201	23.1	28.3	8.2	24.4	27.3		Bm.Ant-A
372	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157777.608498588	157786.658617034	2983505	2992556	2017/2/26  21:49:43.608	9.05	23.5	27.6	7.1	24.4	27.3		Bm.Ant-A
373	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	157842.336840423	157853.897974391	3048234	3059795	2017/2/26  21:50:48.337	11.561	23.7	27.6	8.2	24.4	26.4		Bm.Ant-A
374	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	158077.524980759	158085.73809403	3283422	3291635	2017/2/26  21:54:43.525	8.213	23.7	27.6	5.7	24.4	26.4		Bm.Ant-A
375	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	158330.874943986	158342.488390777	3536772	3548385	2017/2/26  21:58:56.875	11.613	23.3	28.3	8.6	23.4	26.4		Bm.Ant-A
376	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	158434.753499652	158449.348777377	40793	55389	2017/2/28  15:00:40.753	14.595	24.4	27.4	10.6	24.4	27.3		Bm.Ant-A
377	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159123.156897664	159132.939395637	729197	738979	2017/2/28  15:12:09.157	9.782	23.3	27.6	6.6	23.4	26.4		Bm.Ant-A
378	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159393.142064185	159403.029187804	999182	1009069	2017/2/28  15:16:39.142	9.887	24.1	28.0	8.0	24.4	26.4		Bm.Ant-A
379	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159521.960525822	159530.539828857	1128001	1136580	2017/2/28  15:18:48.961	8.579	23.7	28.0	6.2	24.4	26.4		Bm.Ant-A
380	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160050.285856859	160062.631683177	1656326	1668672	2017/2/28  15:27:36.286	12.346	23.5	27.4	9.1	24.4	26.4		Bm.Ant-A
381	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160113.978231685	160125.6439913	1720018	1731684	2017/2/28  15:28:40.978	11.666	23.5	28.7	8.3	24.4	26.4		Bm.Ant-A
382	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160179.784495017	160190.0378084	1785824	1796078	2017/2/28  15:29:45.784	10.253	23.9	27.4	8.5	24.4	26.4		Bm.Ant-A
383	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160242.379426653	160254.672940149	1848419	1860713	2017/2/28  15:30:48.379	12.294	23.1	27.8	8.9	23.4	26.4		Bm.Ant-A
384	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160308.510144893	160322.477668737	1914550	1928518	2017/2/28  15:31:54.510	13.968	23.5	28.3	9.1	24.4	26.4		Bm.Ant-A
385	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	161693.31185917	161699.170895389	3299352	3305211	2017/2/28  15:54:59.312	5.859	23.7	28.7	4.8	24.4	28.3		Bm.Ant-A
386	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162577.640410816	162589.096919137	583823	595280	2017/3/2  10:09:43.640	11.457	23.7	28.0	8.9	24.4	26.4		Bm.Ant-A
387	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162638.508401322	162651.115791757	644691	657299	2017/3/2  10:10:44.508	12.607	24.1	28.0	8.9	24.4	26.4		Bm.Ant-A
388	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162701.813773866	162710.340764077	707997	716524	2017/3/2  10:11:47.814	8.527	24.1	28.1	6.5	24.4	27.3		Bm.Ant-A
389	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162851.065846744	162867.70132458	857249	873884	2017/3/2  10:14:17.066	16.635	23.7	27.8	14.6	24.4	27.3		Bm.Ant-A
390	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163159.037487432	163171.958754808	1165220	1178142	2017/3/2  10:19:25.037	12.921	23.9	27.6	10.3	24.4	27.3		Bm.Ant-A
391	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163188.803483937	163198.481356263	1194986	1204664	2017/3/2  10:19:54.803	9.678	24.1	28.0	7.4	24.4	26.4		Bm.Ant-A
392	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163415.264834635	163425.884337782	1421448	1432067	2017/3/2  10:23:41.265	10.62	24.1	28.0	8.9	24.4	27.3		Bm.Ant-A
393	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163513.263225675	163520.325456832	1519446	1526508	2017/3/2  10:25:19.263	7.062	24.4	29.1	6.3	24.4	28.3		Bm.Ant-A
394	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164033.824265323	164041.20037342	2040007	2047383	2017/3/2  10:34:00.824	7.376	23.9	27.6	6.2	24.4	26.4		Bm.Ant-A
395	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164316.592939025	164325.799995941	2322776	2331983	2017/3/2  10:38:42.593	9.207	23.5	28.9	8.0	24.4	27.3		Bm.Ant-A
396	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165005.834303586	165014.518232268	3012017	3020701	2017/3/2  10:50:12.834	8.684	23.1	27.6	6.8	23.4	27.3		Bm.Ant-A
397	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165146.999937277	165154.009855611	3153183	3160193	2017/3/2  10:52:33.000	7.01	24.3	28.0	6.2	24.4	27.3		Bm.Ant-A
398	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165312.373358391	165321.894292247	3318556	3328077	2017/3/2  10:55:18.373	9.521	23.7	27.4	8.2	24.4	26.4		Bm.Ant-A
399	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166375.666595406	166386.181472906	781993	792507	2017/3/4  4:13:01.667	10.515	23.7	27.6	9.1	24.4	27.3		Bm.Ant-A
400	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	167390.717366962	167402.016936813	1797043	1808343	2017/3/4  4:29:57.717	11.3	24.3	27.8	10.2	24.4	27.3		Bm.Ant-A
401	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	169335.931708356	169342.94162669	142380	149390	2017/3/5  23:02:22.932	7.01	24.3	28.3	5.9	24.4	27.3		Bm.Ant-A
402	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	169543.477796791	169548.185950896	349926	354634	2017/3/5  23:05:49.478	4.708	23.9	28.3	3.5	24.4	27.3		Bm.Ant-A
403	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170161.148390168	170171.401703551	967596	977850	2017/3/5  23:16:07.148	10.253	23.7	28.0	8.6	24.4	27.3		Bm.Ant-A
404	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170222.508681471	170228.263092043	1028957	1034711	2017/3/5  23:17:08.509	5.754	24.1	28.1	4.0	24.4	26.4		Bm.Ant-A
405	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170252.324230456	170257.869389735	1058772	1064317	2017/3/5  23:17:38.324	5.545	23.9	27.8	4.6	24.4	27.3		Bm.Ant-A
406	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170557.723489257	170564.838033237	1364171	1371286	2017/3/5  23:22:44.723	7.115	23.3	27.6	6.2	23.4	27.3		Bm.Ant-A
407	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170676.949072705	170681.552601162	1483397	1488001	2017/3/5  23:24:43.949	4.604	23.3	28.1	3.1	23.4	27.3		Bm.Ant-A
408	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170687.516263028	170695.677063476	1493964	1502125	2017/3/5  23:24:53.516	8.161	23.5	28.3	7.4	24.4	27.3		Bm.Ant-A
409	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170702.006915106	170708.022889795	1508455	1514471	2017/3/5  23:25:08.007	6.016	23.7	27.4	4.5	24.4	27.3		Bm.Ant-A
410	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170757.383185257	170762.876031712	1563831	1569324	2017/3/5  23:26:03.383	5.493	24.4	27.8	4.5	24.4	27.3		Bm.Ant-A
411	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170770.637054616	170774.665142017	1577085	1581113	2017/3/5  23:26:17.637	4.028	24.1	27.4	3.2	24.4	27.3		Bm.Ant-A
412	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	172078.07227806	172085.50069898	2884520	2891949	2017/3/5  23:48:04.072	7.428	23.9	27.8	5.9	24.4	27.3		Bm.Ant-A
413	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	172125.465443844	172133.887808409	2931913	2940336	2017/3/5  23:48:51.465	8.422	23.7	27.6	6.8	24.4	27.3		Bm.Ant-A
414	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	172809.591031605	172816.130134528	16182	22721	2017/3/7  17:00:16.591	6.539	23.5	28.3	5.4	24.4	26.4		Bm.Ant-A
415	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	172838.467710113	172849.348777377	45059	55940	2017/3/7  17:00:45.468	10.881	23.5	28.1	8.5	24.4	27.3		Bm.Ant-A
416	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	172876.328780432	172884.437268057	82920	91028	2017/3/7  17:01:22.329	8.108	23.5	27.6	6.2	24.4	26.4		Bm.Ant-A
417	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	172906.199402584	172914.569454326	112790	121160	2017/3/7  17:01:52.199	8.37	24.1	27.4	7.2	24.4	27.3		Bm.Ant-A
418	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	172941.15230291	172951.98105735	147743	158572	2017/3/7  17:02:27.152	10.829	23.3	28.1	8.3	23.4	26.4		Bm.Ant-A
419	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	172978.085156219	172983.525689851	184676	190117	2017/3/7  17:03:04.085	5.441	23.9	27.6	4.0	24.4	26.4		Bm.Ant-A
420	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173034.20064842	173040.216623109	240792	246808	2017/3/7  17:04:00.201	6.016	23.5	27.6	4.5	24.4	26.4		Bm.Ant-A
421	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173100.742559764	173108.066355038	307334	314657	2017/3/7  17:05:07.743	7.324	23.5	27.6	5.7	24.4	27.3		Bm.Ant-A
422	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173279.329804533	173285.764281809	485921	492355	2017/3/7  17:08:05.330	6.434	23.5	27.4	5.4	24.4	26.4		Bm.Ant-A
423	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173247.889797679	173255.16128013	454481	461752	2017/3/7  17:07:34.890	7.271	23.7	27.6	6.0	24.4	27.3		Bm.Ant-A
424	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173528.702565085	173540.786827287	735294	747378	2017/3/7  17:12:15.703	12.084	24.1	27.4	9.2	24.4	27.3		Bm.Ant-A
425	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173602.178055843	173610.391169115	808769	816982	2017/3/7  17:13:28.178	8.213	23.7	27.8	6.2	24.4	26.4		Bm.Ant-A
426	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173596.946773505	173601.184112199	803538	807775	2017/3/7  17:13:23.947	4.237	23.9	27.6	2.9	24.4	26.4		Bm.Ant-A
427	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173962.752206034	173973.162457887	1169343	1179753	2017/3/7  17:19:29.752	10.41	23.9	27.4	8.6	24.4	27.3		Bm.Ant-A
428	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174004.497839094	174012.397075425	1211089	1218988	2017/3/7  17:20:11.498	7.899	23.7	27.8	6.0	24.4	27.3		Bm.Ant-A
429	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174014.437275537	174018.726927055	1221028	1225318	2017/3/7  17:20:21.437	4.29	23.9	28.0	3.4	24.4	27.3		Bm.Ant-A
430	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174095.934625541	174101.845974583	1302526	1308437	2017/3/7  17:21:42.935	5.911	24.1	27.8	4.8	24.4	27.3		Bm.Ant-A
431	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174119.998524297	174126.119124633	1326590	1332710	2017/3/7  17:22:06.999	6.121	23.7	27.4	4.8	24.4	26.4		Bm.Ant-A
432	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174257.332890036	174265.075187897	1463924	1471666	2017/3/7  17:24:23.333	7.742	23.1	27.4	6.2	24.4	26.4		Bm.Ant-A
433	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174334.219800424	174337.567821121	1540811	1544159	2017/3/7  17:25:40.220	3.348	23.9	27.6	2.5	24.4	27.3		Bm.Ant-A
434	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174389.907805131	174399.533364634	1596499	1606124	2017/3/7  17:26:36.908	9.626	23.0	28.0	6.8	23.4	26.4		Bm.Ant-A
435	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174454.992376721	174462.996238698	1661583	1669587	2017/3/7  17:27:41.992	8.004	23.5	27.4	6.2	24.4	26.4		Bm.Ant-A
436	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174532.360282162	174537.382313207	1738951	1743973	2017/3/7  17:28:58.360	5.022	24.1	27.2	3.7	24.4	26.4		Bm.Ant-A
437	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174793.347697969	174799.939113715	1999939	2006530	2017/3/7  17:33:19.348	6.591	24.1	27.2	4.2	24.4	26.4		Bm.Ant-A
438	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174861.948424651	174868.644466044	2068539	2075235	2017/3/7  17:34:28.948	6.696	23.7	27.4	5.2	24.4	26.4		Bm.Ant-A
439	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174930.21113848	174937.691872224	2136802	2144283	2017/3/7  17:35:36.211	7.481	23.5	27.8	6.6	24.4	27.3		Bm.Ant-A
440	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174944.806416205	174949.148380545	2151397	2155739	2017/3/7  17:35:51.806	4.342	23.9	27.2	3.1	24.4	26.4		Bm.Ant-A
441	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175189.043658703	175201.651049138	2395635	2408242	2017/3/7  17:39:55.044	12.607	24.1	27.4	8.8	24.4	27.3		Bm.Ant-A
442	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175260.039469517	175271.339039368	2466630	2477930	2017/3/7  17:41:06.039	11.3	23.7	27.6	8.0	24.4	26.4		Bm.Ant-A
443	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175660.036167878	175675.782327717	2866627	2882373	2017/3/7  17:47:46.036	15.746	23.3	27.8	11.1	23.4	26.4		Bm.Ant-A
444	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175721.197167896	175727.474706702	2927788	2934066	2017/3/7  17:48:47.197	6.278	23.7	27.8	4.3	24.4	26.4		Bm.Ant-A
445	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175731.345855633	175737.623394439	2937937	2944214	2017/3/7  17:48:57.346	6.278	23.3	27.6	5.1	23.4	26.4		Bm.Ant-A
446	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175745.627256417	175753.944995335	2952218	2960536	2017/3/7  17:49:12.627	8.318	22.8	28.5	6.8	23.4	28.3		Bm.Ant-A
447	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175932.582973593	175940.534522747	3139174	3147126	2017/3/7  17:52:19.583	7.952	23.3	28.1	6.5	23.4	26.4		Bm.Ant-A
448	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175998.629933614	176004.959785243	3205221	3211551	2017/3/7  17:53:25.630	6.33	23.7	27.6	4.9	24.4	26.4		Bm.Ant-A
449	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	176216.805608748	176224.704845079	3423397	3431296	2017/3/7  17:57:03.806	7.899	23.5	27.0	6.3	24.4	26.4		Bm.Ant-A
450	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	176285.845705446	176293.064875073	3492437	3499656	2017/3/7  17:58:12.846	7.219	22.6	27.4	5.7	23.4	26.4		Bm.Ant-A
451	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	176337.852689148	176345.176484422	3544444	3551767	2017/3/7  17:59:04.853	7.324	23.3	27.8	6.3	24.4	26.4		Bm.Ant-A
452	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	176353.65116181	176361.288834024	3560242	3567880	2017/3/7  17:59:20.651	7.638	23.5	27.4	6.2	24.4	26.4		Bm.Ant-A
453	Spectrogram 1	1	20170309_120000.wav	20170309_120000.wav	176624.378187105	176629.766407914	231112	236500	2017/3/9  12:03:51.378	5.388	22.8	27.8	4.3	23.4	27.3		Bm.Ant-A
454	Spectrogram 1	1	20170309_120000.wav	20170309_120000.wav	176898.149000277	176907.094493076	504883	513828	2017/3/9  12:08:24.149	8.945	23.7	27.6	7.7	24.4	27.3		Bm.Ant-A
455	Spectrogram 1	1	20170309_120000.wav	20170309_120000.wav	177707.756307342	177712.67371274	1314490	1319408	2017/3/9  12:21:54.756	4.917	24.1	27.2	3.7	24.4	26.4		Bm.Ant-A
456	Spectrogram 1	1	20170309_120000.wav	20170309_120000.wav	178276.810317982	178285.180369724	1883544	1891914	2017/3/9  12:31:23.810	8.37	23.3	28.0	6.6	23.4	26.4		Bm.Ant-A
457	Spectrogram 1	1	20170309_120000.wav	20170309_120000.wav	178376.053528998	178386.882283439	1982788	1993616	2017/3/9  12:33:02.054	10.829	23.3	27.6	9.5	23.4	27.3		Bm.Ant-A
458	Spectrogram 1	1	20170309_120000.wav	20170309_120000.wav	178512.154669013	178519.321525816	2118889	2126056	2017/3/9  12:35:18.155	7.167	23.5	27.6	6.2	24.4	27.3		Bm.Ant-A
459	Spectrogram 1	1	20170309_120000.wav	20170309_120000.wav	178575.941091518	178581.433937974	2182675	2188168	2017/3/9  12:36:22.941	5.493	23.9	27.6	4.5	24.4	27.3		Bm.Ant-A
460	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180007.65545714	180021.936857923	14532	28814	2017/3/11  6:00:14.655	14.281	23.9	28.1	10.8	24.4	26.4		Bm.Ant-A
461	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180022.564611804	180030.463848135	29442	37341	2017/3/11  6:00:29.565	7.899	23.7	28.3	6.3	24.4	26.4		Bm.Ant-A
462	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180077.835171389	180084.112710195	84712	90990	2017/3/11  6:01:24.835	6.278	24.1	27.8	4.0	24.4	27.3		Bm.Ant-A
463	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180085.106653839	180091.541131116	91984	98418	2017/3/11  6:01:31.107	6.434	23.5	27.6	5.9	24.4	27.3		Bm.Ant-A
464	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180138.483813321	180152.869839752	145361	159747	2017/3/11  6:02:25.484	14.386	24.3	28.0	11.4	24.4	27.3		Bm.Ant-A
465	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180206.4562368	180220.633011937	213333	227510	2017/3/11  6:03:33.456	14.177	23.7	28.5	11.1	24.4	27.3		Bm.Ant-A
466	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180348.637024979	180354.339122728	355514	361216	2017/3/11  6:05:55.637	5.702	24.1	28.0	4.2	24.4	26.4		Bm.Ant-A
467	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180317.197018125	180326.299449394	324074	333176	2017/3/11  6:05:24.197	9.102	24.4	27.6	7.5	24.4	27.3		Bm.Ant-A
468	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180391.436306352	180397.556906688	398313	404434	2017/3/11  6:06:38.436	6.121	23.9	28.0	4.5	24.4	27.3		Bm.Ant-A
469	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	180479.788270462	180488.89070173	486665	495768	2017/3/11  6:08:06.788	9.102	23.5	27.4	7.1	24.4	26.4		Bm.Ant-A
