Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	From	Tags
140	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144120.781699955	144122.612648774	126271	128102	2017/2/21  13:02:06.782	1.831	53.0	89.8	1.1	55.7	83.0		Bm.D
141	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144468.026767968	144469.177650082	473516	474667	2017/2/21  13:07:53.027	1.151	41.9	84.8	0.8	44.9	74.2		Bm.D
142	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144498.682082471	144500.565344112	504171	506054	2017/2/21  13:08:24.682	1.883	45.4	85.0	1.7	46.9	77.1		Bm.D
143	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144530.226714971	144531.796099673	535716	537285	2017/2/21  13:08:55.227	1.569	46.7	81.1	0.9	49.8	73.2		Bm.D
144	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144649.922715505	144652.747607968	655412	658237	2017/2/21  13:10:55.923	2.825	48.7	86.5	2.5	49.8	80.1		Bm.D
145	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144767.494538073	144769.430112539	772984	774919	2017/2/21  13:12:52.495	1.936	41.3	78.5	1.4	43.0	70.3		Bm.D
146	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144848.219517754	144849.370399868	853709	854859	2017/2/21  13:14:13.220	1.151	42.0	74.6	0.8	44.9	70.3		Bm.D
147	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144914.287853344	144916.066489339	919777	921555	2017/2/21  13:15:19.288	1.779	37.6	73.0	1.2	40.0	67.4		Bm.D
148	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	145245.601192904	145247.275203253	1251090	1252764	2017/2/21  13:20:51.601	1.674	43.3	71.1	1.1	44.9	64.5		Bm.D
149	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	145287.804701389	145290.001839971	1293294	1295491	2017/2/21  13:21:33.805	2.197	39.6	72.6	1.5	41.0	68.4		Bm.D
150	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	145306.741943454	145308.729830742	1312231	1314219	2017/2/21  13:21:52.742	1.988	44.8	72.6	1.2	46.9	68.4		Bm.D
151	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	145417.596857201	145419.166241903	1423086	1424655	2017/2/21  13:23:43.597	1.569	51.3	79.4	0.9	52.7	74.2		Bm.D
152	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	145547.054996422	145548.41512983	1552544	1553904	2017/2/21  13:25:52.055	1.36	60.7	92.2	0.9	62.5	90.8		Bm.D
153	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	147199.866737663	147201.906937775	3205356	3207396	2017/2/21  13:53:25.867	2.04	46.9	79.6	1.4	48.8	74.2		Bm.D
154	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	161560.977530947	161564.220925996	3167018	3170261	2017/2/28  15:52:47.978	3.243	40.2	73.1	2.8	42.0	69.3		Bm.D
155	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164705.040317304	164707.76058412	2711223	2713944	2017/3/2  10:45:11.040	2.72	39.3	62.6	2.2	41.0	60.5		Bm.D
156	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164831.474382594	164834.403900704	2837657	2840587	2017/3/2  10:47:17.474	2.93	46.7	67.0	2.3	47.9	66.4		Bm.D
157	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164837.856547047	164841.623070331	2844040	2847806	2017/3/2  10:47:24.857	3.767	46.9	69.1	2.8	48.8	67.4		Bm.D
158	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164868.459548727	164871.859882247	2874643	2878043	2017/3/2  10:47:54.460	3.4	47.0	72.4	2.8	48.8	70.3		Bm.D
159	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166277.155310684	166280.974146791	683481	687300	2017/3/4  4:11:23.155	3.819	45.9	69.3	3.4	46.9	67.4		Bm.D
160	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166304.881107077	166309.013820125	711207	715340	2017/3/4  4:11:51.881	4.133	37.0	65.6	3.5	38.1	62.5		Bm.D
161	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166339.844125273	166344.133776791	746170	750460	2017/3/4  4:12:26.844	4.29	38.3	64.6	3.7	40.0	62.5		Bm.D
162	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166378.543800692	166382.467262446	784870	788793	2017/3/4  4:13:04.544	3.923	33.9	53.1	3.4	35.2	51.8		Bm.D
163	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166482.986230692	166488.583702794	889312	894910	2017/3/4  4:14:49.986	5.597	40.9	70.0	4.9	42.0	65.4		Bm.D
164	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166522.482412347	166526.510499747	928808	932836	2017/3/4  4:15:28.482	4.028	43.0	68.5	3.4	44.9	65.4		Bm.D
165	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166740.603632274	166745.102535085	1146930	1151429	2017/3/4  4:19:06.604	4.499	43.9	73.7	4.0	44.9	70.3		Bm.D
166	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	166961.886631416	166966.176282933	1368213	1372502	2017/3/4  4:22:48.887	4.29	45.6	66.5	3.7	47.9	64.5		Bm.D
167	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	167207.527664928	167211.765003622	1613854	1618091	2017/3/4  4:26:53.528	4.237	48.9	72.8	3.7	50.8	69.3		Bm.D
168	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	167287.45675633	167292.007971965	1693783	1698334	2017/3/4  4:28:13.457	4.551	35.9	60.6	4.0	37.1	59.6		Bm.D
169	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	168421.065655166	168425.250681037	2827392	2831577	2017/3/4  4:47:07.066	4.185	45.4	68.3	3.8	46.9	65.4		Bm.D
170	Spectrogram 1	1	20170304_040000.wav	20170304_040000.wav	168383.295796683	168387.637761024	2789622	2793964	2017/3/4  4:46:29.296	4.342	38.1	68.1	3.7	40.0	66.4		Bm.D
171	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	169964.753519696	169966.636781338	771202	773085	2017/3/5  23:12:51.754	1.883	35.9	65.9	1.4	38.1	62.5		Bm.D
172	Spectrogram 1	1	20170305_230000.wav	20170305_230000.wav	170731.540650505	170733.371599324	1537989	1539820	2017/3/5  23:25:37.541	1.831	35.7	69.6	1.4	38.1	64.5		Bm.D
173	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173115.272667041	173119.143815971	321864	325735	2017/3/7  17:05:21.273	3.871	27.6	71.5	3.1	31.2	66.4		Bm.D
174	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173122.910339255	173126.101421481	329501	332692	2017/3/7  17:05:29.910	3.191	28.0	68.7	2.5	31.2	65.4		Bm.D
175	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173135.936232278	173137.662555449	342527	344254	2017/3/7  17:05:42.936	1.726	32.0	69.4	1.4	34.2	66.4		Bm.D
176	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173150.008381768	173153.199463994	356599	359790	2017/3/7  17:05:56.008	3.191	35.9	81.7	2.6	39.1	76.2		Bm.D
177	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173436.563265173	173440.905229514	643154	647496	2017/3/7  17:10:43.563	4.342	15.9	80.0	3.9	17.6	65.4		Bm.D
178	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173454.787305987	173457.036757392	661378	663628	2017/3/7  17:11:01.787	2.249	39.6	71.5	2.2	41.0	68.4		Bm.D
179	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173476.444814868	173479.165081684	683036	685756	2017/3/7  17:11:23.445	2.72	45.2	80.6	2.2	46.9	74.2		Bm.D
180	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173483.663984495	173486.384251311	690255	692975	2017/3/7  17:11:30.664	2.72	47.0	77.8	2.3	48.8	73.2		Bm.D
181	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173504.327549732	173507.727883251	710919	714319	2017/3/7  17:11:50.328	3.4	34.1	75.2	2.6	36.1	69.3		Bm.D
182	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174006.328787913	174009.258306022	1212920	1215849	2017/3/7  17:20:12.329	2.93	38.3	75.7	2.0	40.0	71.3		Bm.D
183	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174331.918036195	174335.684559479	1538509	1542276	2017/3/7  17:25:38.918	3.767	30.4	71.5	2.8	32.2	64.5		Bm.D
184	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174362.677976345	174366.967627863	1569269	1573559	2017/3/7  17:26:09.678	4.29	28.0	78.5	3.5	31.2	69.3		Bm.D
185	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174494.279307082	174499.03977401	1700870	1705631	2017/3/7  17:28:20.279	4.76	27.4	71.1	3.8	30.3	62.5		Bm.D
186	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174548.315693294	174551.402149874	1754907	1757993	2017/3/7  17:29:14.316	3.086	32.8	68.7	2.2	35.2	61.5		Bm.D
187	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174554.570332105	174557.185973274	1761161	1763777	2017/3/7  17:29:21.570	2.616	43.5	73.3	2.2	44.9	70.3		Bm.D
188	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174737.228649013	174741.51830053	1943820	1948109	2017/3/7  17:32:23.229	4.29	28.5	74.4	2.8	32.2	65.4		Bm.D
189	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174766.837707048	174769.662599511	1973429	1976254	2017/3/7  17:32:53.838	2.825	30.7	73.1	2.3	33.2	67.4		Bm.D
190	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174746.906521339	174749.731413802	1953498	1956322	2017/3/7  17:32:33.907	2.825	18.3	51.9	2.2	20.5	45.9		Bm.D
191	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174779.118610008	174781.00187165	1985710	1987593	2017/3/7  17:33:05.119	1.883	25.6	62.0	1.4	28.3	57.6		Bm.D
192	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174810.506304039	174814.377452969	2017097	2020968	2017/3/7  17:33:37.506	3.871	25.9	66.1	2.8	28.3	58.6		Bm.D
193	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174843.168121057	174846.516141753	2049759	2053107	2017/3/7  17:34:09.168	3.348	31.5	64.6	2.6	34.2	61.5		Bm.D
194	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174851.067357387	174854.415378084	2057658	2061006	2017/3/7  17:34:17.067	3.348	27.8	70.2	2.3	31.2	64.5		Bm.D
195	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174895.21661998	174898.407702206	2101808	2104999	2017/3/7  17:35:01.217	3.191	23.7	61.3	2.5	25.4	56.6		Bm.D
196	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174905.156056423	174908.033261709	2111747	2114624	2017/3/7  17:35:11.156	2.877	30.4	73.0	2.2	33.2	64.5		Bm.D
197	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174976.560299999	174979.960633519	2183151	2186552	2017/3/7  17:36:23.560	3.4	38.5	73.1	2.2	41.0	67.4		Bm.D
198	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175606.825989238	175611.638768989	2813417	2818230	2017/3/7  17:46:53.826	4.813	31.1	73.3	3.7	33.2	64.5		Bm.D
199	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175623.879969661	175627.280303181	2830471	2833871	2017/3/7  17:47:10.880	3.4	32.0	74.6	2.5	34.2	67.4		Bm.D
200	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175652.084618724	175655.380326597	2858676	2861971	2017/3/7  17:47:38.085	3.296	29.1	73.7	2.5	31.2	66.4		Bm.D
201	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	176017.776426972	176022.275329783	3224367	3228866	2017/3/7  17:53:44.776	4.499	25.4	71.5	3.2	27.3	61.5		Bm.D
202	Spectrogram 1	1	20170311_060000.wav	20170311_060000.wav	182123.506043545	182125.59855648	2130383	2132476	2017/3/11  6:35:30.506	2.093	53.0	72.0	1.8	54.7	70.3		Bm.D
203	Spectrogram 1	1	20170314_190000.wav	20170314_190000.wav	188435.987508245	188438.864713531	1243151	1246028	2017/3/14  19:20:43.988	2.877	50.5	78.0	2.5	50.8	74.2		Bm.D
204	Spectrogram 1	1	20170314_190000.wav	20170314_190000.wav	188888.407948835	188889.87270789	1695571	1697036	2017/3/14  19:28:15.408	1.465	37.3	64.1	0.8	40.0	58.6		Bm.D
205	Spectrogram 1	1	20170316_130000.wav	20170316_130000.wav	192988.591233093	192991.573064026	2195897	2198879	2017/3/16  13:36:35.591	2.982	34.5	61.1	2.6	36.1	58.6		Bm.D
206	Spectrogram 1	1	20170316_130000.wav	20170316_130000.wav	193434.202461243	193436.556538296	2641508	2643863	2017/3/16  13:44:01.202	2.354	40.7	61.7	2.0	42.0	59.6		Bm.D
207	Spectrogram 1	1	20170316_130000.wav	20170316_130000.wav	193600.151323415	193603.499344111	2807457	2810805	2017/3/16  13:46:47.151	3.348	41.4	68.5	2.8	43.9	67.4		Bm.D
208	Spectrogram 1	1	20170316_130000.wav	20170316_130000.wav	193723.844474095	193727.297120439	2931150	2934603	2017/3/16  13:48:51.844	3.453	41.0	68.4	3.1	42.0	65.4		Bm.D
209	Spectrogram 1	1	20170401_110000.wav	20170401_110000.wav	225568.339883036	225571.426339616	2376912	2379998	2017/4/1  11:39:36.340	3.086	50.3	74.9	2.5	51.8	72.3		Bm.D
210	Spectrogram 1	1	20170401_110000.wav	20170401_110000.wav	225941.261150372	225943.929104364	2749833	2752501	2017/4/1  11:45:49.261	2.668	47.2	72.6	2.5	48.8	68.4		Bm.D
211	Spectrogram 1	1	20170401_110000.wav	20170401_110000.wav	226049.333922796	226052.106502435	2857906	2860679	2017/4/1  11:47:37.334	2.773	50.7	76.3	2.3	51.8	70.3		Bm.D
212	Spectrogram 1	1	20170401_110000.wav	20170401_110000.wav	226590.746005079	226592.995456484	3399318	3401567	2017/4/1  11:56:39.746	2.249	53.9	73.0	1.7	55.7	71.3		Bm.D
213	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	227062.49122554	227066.100810353	271185	274795	2017/4/3  6:04:31.491	3.61	42.5	69.1	2.9	44.9	66.4		Bm.D
214	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	235288.903949596	235293.612103701	1297884	1302592	2017/4/6  19:21:37.904	4.708	37.9	70.6	4.2	39.1	65.4		Bm.D
215	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	235273.733230815	235278.127507979	1282713	1287108	2017/4/6  19:21:22.733	4.394	41.4	69.7	3.7	43.0	68.4		Bm.D
216	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	235340.994691517	235344.238086567	1349975	1353218	2017/4/6  19:22:29.995	3.243	46.4	73.9	3.1	47.9	72.3		Bm.D
217	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	235503.692739339	235508.924021678	1512673	1517904	2017/4/6  19:25:12.693	5.231	36.4	69.1	4.5	38.1	67.4		Bm.D
218	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	235575.87840678	235581.318940412	1584858	1590299	2017/4/6  19:26:24.878	5.441	36.2	80.2	4.6	38.1	76.2		Bm.D
219	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	235605.644403286	235611.189562565	1614624	1620170	2017/4/6  19:26:54.644	5.545	34.5	71.7	4.6	36.1	67.4		Bm.D
220	Spectrogram 1	1	20170413_200000.wav	20170413_200000.wav	248431.614730249	248434.596561182	41167	44149	2017/4/13  20:00:41.615	2.982	44.1	74.7	2.5	45.9	70.3		Bm.D
221	Spectrogram 1	1	20170419_040000.wav	20170419_040000.wav	262356.802794536	262360.412379349	3166763	3170372	2017/4/19  4:52:46.803	3.61	36.5	64.9	3.1	38.1	62.5		Bm.D
222	Spectrogram 1	1	20170419_040000.wav	20170419_040000.wav	262501.305431687	262504.653452384	3311265	3314613	2017/4/19  4:55:11.305	3.348	39.1	62.3	2.9	40.0	58.6		Bm.D
223	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	277224.186309329	277225.651068384	34840	36305	2017/4/28  0:00:34.186	1.465	76.3	111.5	0.8	81.1	108.4		Bm.D
224	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	279668.785780848	279671.819924604	2479440	2482474	2017/4/28  0:41:19.786	3.034	57.9	80.0	2.6	59.6	77.1		Bm.D
225	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	279676.685017179	279679.248345525	2487339	2489902	2017/4/28  0:41:27.685	2.563	60.1	87.2	2.2	61.5	85.0		Bm.D
226	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	290673.978822241	290676.803714704	2685041	2687866	2017/5/3  7:44:45.979	2.825	50.1	70.6	2.3	51.8	68.4		Bm.D
227	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	290683.395130451	290685.696894679	2694457	2696759	2017/5/3  7:44:54.395	2.302	57.5	73.2	2.0	58.6	71.3		Bm.D
228	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	291551.766883884	291553.440894233	3562829	3564503	2017/5/3  7:59:22.767	1.674	36.5	59.7	1.2	39.1	55.7		Bm.D
229	Spectrogram 1	1	20170508_150000.wav	20170508_150000.wav	301299.398344212	301302.013985381	2510847	2513463	2017/5/8  15:41:50.398	2.616	80.4	109.3	2.0	82.0	106.4	Unidentified calls	Bm.D
230	Spectrogram 1	1	20170510_090000.wav	20170510_090000.wav	302550.0545227	302552.670163869	161647	164262	2017/5/10  9:02:41.055	2.616	58.8	83.5	2.0	59.6	81.1		Bm.D
231	Spectrogram 1	1	20170510_090000.wav	20170510_090000.wav	304212.615064391	304214.446013209	1824207	1826038	2017/5/10  9:30:24.615	1.831	58.4	79.8	1.2	61.5	77.1		Bm.D
232	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313378.020521368	313382.257860062	190021	194258	2017/5/15  17:03:10.021	4.237	35.2	62.9	3.4	37.1	58.6		Bm.D
233	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313399.782655896	313403.392240709	211783	215392	2017/5/15  17:03:31.783	3.61	35.0	59.6	2.6	37.1	56.6		Bm.D
234	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313418.929149254	313422.904923832	230929	234905	2017/5/15  17:03:50.929	3.976	31.2	68.2	3.1	32.2	61.5		Bm.D
235	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313536.18767166	313542.465210466	348188	354465	2017/5/15  17:05:48.188	6.278	29.1	63.8	4.6	31.2	57.6		Bm.D
236	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313550.992200678	313554.706411138	362992	366706	2017/5/15  17:06:02.992	3.714	30.8	53.1	2.9	32.2	50.8		Bm.D
237	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313558.773953738	313562.645102669	370774	374645	2017/5/15  17:06:10.774	3.871	35.6	65.8	3.1	37.1	61.5		Bm.D
238	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313685.835182404	313689.967895452	497835	501968	2017/5/15  17:08:17.835	4.133	31.2	58.6	3.7	31.2	53.7		Bm.D
239	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313710.683773512	313714.921112206	522684	526921	2017/5/15  17:08:42.684	4.237	34.5	61.4	3.2	36.1	57.6		Bm.D
240	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313871.274898895	313874.936796532	683275	686937	2017/5/15  17:11:23.275	3.662	33.7	60.3	2.6	36.1	55.7		Bm.D
241	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313897.012808	313901.668649281	709013	713669	2017/5/15  17:11:49.013	4.656	30.2	72.1	3.4	34.2	64.5		Bm.D
242	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313936.875179419	313941.112518113	748875	753113	2017/5/15  17:12:28.875	4.237	39.1	64.2	3.5	41.0	61.5		Bm.D
243	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314122.178151999	314126.938618927	934178	938939	2017/5/15  17:15:34.178	4.76	32.1	73.9	3.4	34.2	66.4		Bm.D
244	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314157.664298429	314161.8493243	969664	973849	2017/5/15  17:16:09.664	4.185	33.6	64.3	3.2	36.1	60.5		Bm.D
245	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314202.234823952	314206.733726763	1014235	1018734	2017/5/15  17:16:54.235	4.499	33.4	62.5	3.5	35.2	56.6		Bm.D
246	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314313.853164298	314317.567374758	1125853	1129567	2017/5/15  17:18:45.853	3.714	45.0	73.0	3.2	46.9	70.3		Bm.D
247	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314322.53709298	314325.361985443	1134537	1137362	2017/5/15  17:18:54.537	2.825	45.2	79.8	2.3	47.9	75.2		Bm.D
248	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314373.413334219	314377.336795973	1185413	1189337	2017/5/15  17:19:45.413	3.923	33.7	55.9	3.1	35.2	53.7		Bm.D
249	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314416.571413511	314420.024059855	1228571	1232024	2017/5/15  17:20:28.571	3.453	35.0	60.8	2.8	36.1	55.7		Bm.D
250	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314445.099501198	314450.069219419	1257100	1262069	2017/5/15  17:20:57.100	4.97	33.2	66.0	4.0	34.2	61.5		Bm.D
251	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314617.33658996	314622.044744065	1429337	1434045	2017/5/15  17:23:49.337	4.708	35.0	70.1	3.8	37.1	63.5		Bm.D
252	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314651.915366217	314656.361956205	1463915	1468362	2017/5/15  17:24:23.915	4.447	34.5	68.2	3.4	36.1	58.6		Bm.D
253	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314876.450305809	314882.361654852	1688450	1694362	2017/5/15  17:28:08.450	5.911	29.1	61.9	4.8	30.3	54.7		Bm.D
254	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	315076.746699415	315078.943837997	1888747	1890944	2017/5/15  17:31:28.747	2.197	35.4	56.2	1.5	37.1	53.7		Bm.D
255	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	315089.563341144	315091.760479726	1901563	1903760	2017/5/15  17:31:41.563	2.197	35.2	65.4	1.8	37.1	61.5		Bm.D
256	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	315120.375594117	315123.462050697	1932376	1935462	2017/5/15  17:32:12.376	3.086	32.3	60.8	2.3	34.2	55.7		Bm.D
257	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	315351.961967264	315356.251618782	2163962	2168252	2017/5/15  17:36:03.962	4.29	28.2	63.2	3.5	28.3	57.6		Bm.D
258	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	315368.859009217	315372.259342737	2180859	2184259	2017/5/15  17:36:20.859	3.4	31.7	59.9	2.9	33.2	56.6		Bm.D
259	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324189.956884915	324191.212392676	202386	203641	2017/5/21  0:03:22.957	1.256	58.6	73.0	0.8	60.5	70.3		Bm.D
260	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324210.306573211	324212.189834853	222736	224619	2017/5/21  0:03:42.307	1.883	52.2	71.3	1.2	53.7	68.4		Bm.D
261	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324218.415060835	324220.089071184	230844	232518	2017/5/21  0:03:50.415	1.674	53.1	72.1	0.9	54.7	68.4		Bm.D
262	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324228.929938336	324230.813199978	241359	243242	2017/5/21  0:04:01.930	1.883	50.3	71.0	1.1	52.7	67.4		Bm.D
263	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324239.078626072	324242.217395475	251508	254646	2017/5/21  0:04:11.079	3.139	56.0	86.5	2.3	58.6	80.1		Bm.D
264	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324248.913436868	324251.424452391	261342	263853	2017/5/21  0:04:21.913	2.511	54.0	78.4	1.1	55.7	68.4		Bm.D
265	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324318.046908377	324319.877857196	330476	332307	2017/5/21  0:05:30.047	1.831	51.3	72.8	1.1	52.7	68.4		Bm.D
266	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324288.019347755	324289.95492222	300448	302384	2017/5/21  0:05:00.019	1.936	56.4	71.5	0.9	57.6	68.4		Bm.D
267	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324270.285300628	324271.802372506	282714	284231	2017/5/21  0:04:42.285	1.517	57.9	73.2	1.1	59.6	69.3		Bm.D
268	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324337.671608992	324339.293306516	350101	351722	2017/5/21  0:05:50.672	1.622	52.9	73.4	0.9	54.7	67.4		Bm.D
269	Spectrogram 1	1	20170524_130000.wav	20170524_130000.wav	331805.807500205	331809.103208078	618523	621818	2017/5/24  13:10:18.808	3.296	43.7	64.3	2.6	43.9	61.5		Bm.D
270	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366656.088202045	366659.383909918	3070006	3073302	2017/6/9  11:51:10.088	3.296	33.4	68.0	2.5	35.2	64.5		Bm.D
271	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366668.434028364	366671.46817212	3082352	3085386	2017/6/9  11:51:22.434	3.034	34.7	72.6	2.6	36.1	69.3		Bm.D
272	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366674.450003053	366677.850336573	3088368	3091768	2017/6/9  11:51:28.450	3.4	32.4	81.1	2.6	34.2	73.2		Bm.D
273	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366703.533392145	366706.933725665	3117451	3120852	2017/6/9  11:51:57.533	3.4	40.0	73.2	2.6	41.0	70.3		Bm.D
274	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366785.743778673	366789.928804544	3199662	3203847	2017/6/9  11:53:19.744	4.185	33.9	79.6	2.8	36.1	70.3		Bm.D
275	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366799.502051223	366803.948641211	3213420	3217867	2017/6/9  11:53:33.502	4.447	31.0	77.6	2.8	34.2	70.3		Bm.D
276	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366813.469575067	366817.340723997	3227388	3231259	2017/6/9  11:53:47.470	3.871	32.3	73.6	2.2	36.1	67.4		Bm.D
277	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366817.759226584	366820.32255493	3231677	3234241	2017/6/9  11:53:51.759	2.563	36.3	68.0	1.8	37.1	65.4		Bm.D
278	Spectrogram 1	1	20170609_110000.wav	20170609_110000.wav	366826.286216796	366829.843488786	3240204	3243761	2017/6/9  11:54:00.286	3.557	37.8	83.1	2.5	40.0	69.3		Bm.D
