Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Notes	Tags
536	Spectrogram 1	1	20130209_090000_AWI251-01_AU0231_250Hz.wav	20130209_090000_AWI251-01_AU0231_250Hz.wav	200684.2244	200689.9231	71053	72478	2013/2/9  9:04:44.224	5.699	22.3	28.4	4.4	22.9	27.3		Bm.Ant-A.
537	Spectrogram 1	1	20130209_100000_AWI251-01_AU0231_250Hz.wav	20130209_100000_AWI251-01_AU0231_250Hz.wav	200714.5276	200720.764	3629	5188	2013/2/9  10:00:14.528	6.236	24.2	27.8	4.5	24.4	27.3		Bm.Ant-A.
538	Spectrogram 1	1	20130209_100000_AWI251-01_AU0231_250Hz.wav	20130209_100000_AWI251-01_AU0231_250Hz.wav	200839.0862	200845.5376	34769	36381	2013/2/9  10:02:19.086	6.451	22.9	28.4	5.5	22.9	27.3		Bm.Ant-A.
539	Spectrogram 1	1	20130209_100000_AWI251-01_AU0231_250Hz.wav	20130209_100000_AWI251-01_AU0231_250Hz.wav	200904.4604	200910.5892	51112	52644	2013/2/9  10:03:24.460	6.129	23.6	27.8	5.5	24.4	26.9		Bm.Ant-A.
540	Spectrogram 1	1	20130209_110000_AWI251-01_AU0231_250Hz.wav	20130209_110000_AWI251-01_AU0231_250Hz.wav	201071.7077	201079.772	17924	19940	2013/2/9  11:01:11.708	8.064	22.9	28.4	5.8	22.9	27.8		Bm.Ant-A.
541	Spectrogram 1	1	20130209_110000_AWI251-01_AU0231_250Hz.wav	20130209_110000_AWI251-01_AU0231_250Hz.wav	201123.5806	201129.4944	30892	32371	2013/2/9  11:02:03.581	5.914	22.9	28.4	5.0	22.9	28.3		Bm.Ant-A.
542	Spectrogram 1	1	20130209_110000_AWI251-01_AU0231_250Hz.wav	20130209_110000_AWI251-01_AU0231_250Hz.wav	201184.7613	201190.3525	46187	47585	2013/2/9  11:03:04.761	5.591	22.9	27.8	4.8	23.4	26.9		Bm.Ant-A.
543	Spectrogram 1	1	20130209_110000_AWI251-01_AU0231_250Hz.wav	20130209_110000_AWI251-01_AU0231_250Hz.wav	201225.5593	201232.5483	56387	58134	2013/2/9  11:03:45.559	6.989	22.9	28.4	5.3	23.4	27.3		Bm.Ant-A.
544	Spectrogram 1	1	20130209_110000_AWI251-01_AU0231_250Hz.wav	20130209_110000_AWI251-01_AU0231_250Hz.wav	201257.7142	201265.0203	64426	66252	2013/2/9  11:04:17.714	7.306	24.2	27.8	5.3	24.4	27.3		Bm.Ant-A.
545	Spectrogram 1	1	20130209_110000_AWI251-01_AU0231_250Hz.wav	20130209_110000_AWI251-01_AU0231_250Hz.wav	201280.6112	201287.4927	70150	71870	2013/2/9  11:04:40.611	6.881	24.2	27.8	5.8	24.4	27.3		Bm.Ant-A.
546	Spectrogram 1	1	20130209_180000_AWI251-01_AU0231_250Hz.wav	20130209_180000_AWI251-01_AU0231_250Hz.wav	203113.0649	203119.9464	3263	4984	2013/2/9  18:00:13.065	6.881	24.2	27.8	5.0	24.4	27.3		Bm.Ant-A.
547	Spectrogram 1	1	20130209_190000_AWI251-01_AU0231_250Hz.wav	20130209_190000_AWI251-01_AU0231_250Hz.wav	203449.4504	203457.6222	12360	14403	2013/2/9  19:00:49.450	8.172	22.9	27.8	5.8	23.4	27.3		Bm.Ant-A.
548	Spectrogram 1	1	20130209_190000_AWI251-01_AU0231_250Hz.wav	20130209_190000_AWI251-01_AU0231_250Hz.wav	203517.4517	203524.4408	29360	31107	2013/2/9  19:01:57.452	6.989	22.9	28.4	4.5	23.4	27.8		Bm.Ant-A.
549	Spectrogram 1	1	20130209_190000_AWI251-01_AU0231_250Hz.wav	20130209_190000_AWI251-01_AU0231_250Hz.wav	203554.1172	203560.4611	38526	40112	2013/2/9  19:02:34.117	6.344	22.9	27.8	5.5	23.4	27.3		Bm.Ant-A.
550	Spectrogram 1	1	20130209_190000_AWI251-01_AU0231_250Hz.wav	20130209_190000_AWI251-01_AU0231_250Hz.wav	203578.525	203585.8366	44628	46456	2013/2/9  19:02:58.525	7.312	22.9	28.4	5.3	23.4	26.9		Bm.Ant-A.
551	Spectrogram 1	1	20130209_220000_AWI251-01_AU0231_250Hz.wav	20130209_220000_AWI251-01_AU0231_250Hz.wav	204427.2161	204433.2374	31801	33306	2013/2/9  22:02:07.216	6.021	23.6	27.8	4.8	23.9	27.3		Bm.Ant-A.
552	Spectrogram 1	1	20130210_060000_AWI251-01_AU0231_250Hz.wav	20130210_060000_AWI251-01_AU0231_250Hz.wav	206715.3878	206721.8392	3843	5456	2013/2/10  6:00:15.388	6.451	23.6	27.8	5.1	23.9	26.9		Bm.Ant-A.
553	Spectrogram 1	1	20130210_060000_AWI251-01_AU0231_250Hz.wav	20130210_060000_AWI251-01_AU0231_250Hz.wav	206731.8389	206739.043	7956	9757	2013/2/10  6:00:31.839	7.204	23.6	28.4	5.8	24.9	27.8		Bm.Ant-A.
554	Spectrogram 1	1	20130210_060000_AWI251-01_AU0231_250Hz.wav	20130210_060000_AWI251-01_AU0231_250Hz.wav	206781.4071	206787.8585	20348	21961	2013/2/10  6:01:21.407	6.451	22.9	27.8	4.8	22.9	27.3		Bm.Ant-A.
555	Spectrogram 1	1	20130210_060000_AWI251-01_AU0231_250Hz.wav	20130210_060000_AWI251-01_AU0231_250Hz.wav	206849.6275	206855.8639	37403	38962	2013/2/10  6:02:29.628	6.236	23.6	27.2	4.8	24.4	26.9		Bm.Ant-A.
556	Spectrogram 1	1	20130210_060000_AWI251-01_AU0231_250Hz.wav	20130210_060000_AWI251-01_AU0231_250Hz.wav	206893.282	206900.7011	48317	50171	2013/2/10  6:03:13.282	7.419	22.9	27.8	6.1	24.4	27.3		Bm.Ant-A.
557	Spectrogram 1	1	20130210_070000_AWI251-01_AU0231_250Hz.wav	20130210_070000_AWI251-01_AU0231_250Hz.wav	207056.507	207062.4208	14123	15601	2013/2/10  7:00:56.507	5.914	22.3	27.8	4.8	22.5	26.9		Bm.Ant-A.
558	Spectrogram 1	1	20130210_070000_AWI251-01_AU0231_250Hz.wav	20130210_070000_AWI251-01_AU0231_250Hz.wav	207067.797	207073.9258	16945	18477	2013/2/10  7:01:07.797	6.129	23.6	27.8	4.4	24.4	27.3		Bm.Ant-A.
559	Spectrogram 1	1	20130210_070000_AWI251-01_AU0231_250Hz.wav	20130210_070000_AWI251-01_AU0231_250Hz.wav	207090.1618	207097.1508	22536	24284	2013/2/10  7:01:30.162	6.989	22.9	28.4	5.8	23.4	26.9		Bm.Ant-A.
560	Spectrogram 1	1	20130210_070000_AWI251-01_AU0231_250Hz.wav	20130210_070000_AWI251-01_AU0231_250Hz.wav	207160.0113	207166.3552	39999	41585	2013/2/10  7:02:39.011	6.344	22.3	27.8	5.0	22.9	27.3		Bm.Ant-A.
562	Spectrogram 1	1	20130210_070000_AWI251-01_AU0231_250Hz.wav	20130210_070000_AWI251-01_AU0231_250Hz.wav	207292.7876	207299.6691	73193	74913	2013/2/10  7:04:52.788	6.881	23.6	29.0	6.1	23.9	27.8		Bm.Ant-A.
563	Spectrogram 1	1	20130210_090000_AWI251-01_AU0231_250Hz.wav	20130210_090000_AWI251-01_AU0231_250Hz.wav	207639.3054	207645.7568	9822	11435	2013/2/10  9:00:39.305	6.451	23.6	27.8	5.5	23.9	26.9		Bm.Ant-A.
564	Spectrogram 1	1	20130210_090000_AWI251-01_AU0231_250Hz.wav	20130210_090000_AWI251-01_AU0231_250Hz.wav	207739.9775	207746.1523	34990	36534	2013/2/10  9:02:19.978	6.175	22.9	27.4	5.1	22.9	26.9		Bm.Ant-A.
565	Spectrogram 1	1	20130210_090000_AWI251-01_AU0231_250Hz.wav	20130210_090000_AWI251-01_AU0231_250Hz.wav	207780.0984	207786.2272	45021	46553	2013/2/10  9:03:00.098	6.129	22.9	28.4	5.3	23.4	27.8		Bm.Ant-A.
566	Spectrogram 1	1	20130210_100000_AWI251-01_AU0231_250Hz.wav	20130210_100000_AWI251-01_AU0231_250Hz.wav	207964.53	207971.9491	16129	17983	2013/2/10  10:01:04.530	7.419	22.9	28.4	6.4	23.4	27.3		Bm.Ant-A.
567	Spectrogram 1	1	20130210_100000_AWI251-01_AU0231_250Hz.wav	20130210_100000_AWI251-01_AU0231_250Hz.wav	207976.4651	207983.7766	19112	20940	2013/2/10  10:01:16.465	7.312	22.9	27.2	6.6	23.4	26.9		Bm.Ant-A.
568	Spectrogram 1	1	20130210_100000_AWI251-01_AU0231_250Hz.wav	20130210_100000_AWI251-01_AU0231_250Hz.wav	208106.8299	208114.3565	51703	53585	2013/2/10  10:03:26.830	7.527	23.6	29.6	6.6	23.9	28.3		Bm.Ant-A.
569	Spectrogram 1	1	20130210_100000_AWI251-01_AU0231_250Hz.wav	20130210_100000_AWI251-01_AU0231_250Hz.wav	208184.8309	208191.0673	71204	72763	2013/2/10  10:04:44.831	6.236	22.9	27.8	5.3	23.4	26.9		Bm.Ant-A.
570	Spectrogram 1	1	20130210_110000_AWI251-01_AU0231_250Hz.wav	20130210_110000_AWI251-01_AU0231_250Hz.wav	208272.1867	208278.8532	18043	19709	2013/2/10  11:01:12.187	6.667	24.5	27.6	5.6	24.9	27.3		Bm.Ant-A.
571	Spectrogram 1	1	20130210_110000_AWI251-01_AU0231_250Hz.wav	20130210_110000_AWI251-01_AU0231_250Hz.wav	208298.7916	208304.7054	24694	26172	2013/2/10  11:01:38.792	5.914	24.0	28.1	5.3	24.9	27.3		Bm.Ant-A.
572	Spectrogram 1	1	20130210_110000_AWI251-01_AU0231_250Hz.wav	20130210_110000_AWI251-01_AU0231_250Hz.wav	208403.8419	208410.7234	50956	52677	2013/2/10  11:03:23.842	6.881	24.0	27.1	5.5	24.4	26.9		Bm.Ant-A.
573	Spectrogram 1	1	20130210_120000_AWI251-01_AU0231_250Hz.wav	20130210_120000_AWI251-01_AU0231_250Hz.wav	208531.9504	208538.4018	7984	9596	2013/2/10  12:00:31.950	6.451	24.0	27.1	5.3	24.4	26.9		Bm.Ant-A.
574	Spectrogram 1	1	20130210_120000_AWI251-01_AU0231_250Hz.wav	20130210_120000_AWI251-01_AU0231_250Hz.wav	208555.7131	208562.0569	13924	15510	2013/2/10  12:00:55.713	6.344	23.4	27.6	5.0	23.4	26.9		Bm.Ant-A.
575	Spectrogram 1	1	20130210_120000_AWI251-01_AU0231_250Hz.wav	20130210_120000_AWI251-01_AU0231_250Hz.wav	208629.5207	208636.9398	32376	34231	2013/2/10  12:02:09.521	7.419	24.5	28.1	6.2	24.9	27.3		Bm.Ant-A.
576	Spectrogram 1	1	20130210_120000_AWI251-01_AU0231_250Hz.wav	20130210_120000_AWI251-01_AU0231_250Hz.wav	208767.3046	208773.8635	66822	68462	2013/2/10  12:04:27.305	6.559	24.0	28.1	5.0	24.9	27.3		Bm.Ant-A.
577	Spectrogram 1	1	20130210_130000_AWI251-01_AU0231_250Hz.wav	20130210_130000_AWI251-01_AU0231_250Hz.wav	208859.5413	208866.6378	14881	16655	2013/2/10  13:00:59.541	7.096	23.4	27.6	5.3	23.4	26.9		Bm.Ant-A.
578	Spectrogram 1	1	20130210_130000_AWI251-01_AU0231_250Hz.wav	20130210_130000_AWI251-01_AU0231_250Hz.wav	208929.9081	208936.4671	32473	34113	2013/2/10  13:02:09.908	6.559	24.0	28.1	5.8	24.4	27.3		Bm.Ant-A.
579	Spectrogram 1	1	20130210_130000_AWI251-01_AU0231_250Hz.wav	20130210_130000_AWI251-01_AU0231_250Hz.wav	208994.3146	209001.5187	48575	50376	2013/2/10  13:03:14.315	7.204	23.4	27.6	5.6	23.4	26.9		Bm.Ant-A.
580	Spectrogram 1	1	20130210_130000_AWI251-01_AU0231_250Hz.wav	20130210_130000_AWI251-01_AU0231_250Hz.wav	209062.8535	209071.8855	65709	67967	2013/2/10  13:04:22.853	9.032	24.0	28.6	8.0	24.4	27.3		Bm.Ant-A.
581	Spectrogram 1	1	20130210_140000_AWI251-01_AU0231_250Hz.wav	20130210_140000_AWI251-01_AU0231_250Hz.wav	209109.4131	209116.9398	2349	4231	2013/2/10  14:00:09.413	7.527	24.5	27.6	6.1	24.9	27.3		Bm.Ant-A.
582	Spectrogram 1	1	20130210_140000_AWI251-01_AU0231_250Hz.wav	20130210_140000_AWI251-01_AU0231_250Hz.wav	209124.3589	209131.5629	6086	7887	2013/2/10  14:00:24.359	7.204	24.0	27.1	5.9	24.4	26.9		Bm.Ant-A.
583	Spectrogram 1	1	20130210_140000_AWI251-01_AU0231_250Hz.wav	20130210_140000_AWI251-01_AU0231_250Hz.wav	209177.798	209185.1095	19446	21273	2013/2/10  14:01:17.798	7.311	23.4	28.1	5.9	23.9	27.3		Bm.Ant-A.
584	Spectrogram 1	1	20130210_140000_AWI251-01_AU0231_250Hz.wav	20130210_140000_AWI251-01_AU0231_250Hz.wav	209210.4241	209216.768	27602	29188	2013/2/10  14:01:50.424	6.344	24.5	27.6	5.6	24.9	27.3		Bm.Ant-A.
585	Spectrogram 1	1	20130210_140000_AWI251-01_AU0231_250Hz.wav	20130210_140000_AWI251-01_AU0231_250Hz.wav	209247.7347	209255.2613	36930	38811	2013/2/10  14:02:27.735	7.527	23.4	27.1	6.4	23.4	26.9		Bm.Ant-A.
586	Spectrogram 1	1	20130210_140000_AWI251-01_AU0231_250Hz.wav	20130210_140000_AWI251-01_AU0231_250Hz.wav	209390.0996	209396.766	72521	74188	2013/2/10  14:04:50.100	6.666	23.4	28.1	6.1	23.4	27.3		Bm.Ant-A.
587	Spectrogram 1	1	20130210_180000_AWI251-01_AU0231_250Hz.wav	20130210_180000_AWI251-01_AU0231_250Hz.wav	210445.3692	210451.8206	36338	37951	2013/2/10  18:02:25.369	6.451	24.0	27.6	5.9	24.4	27.3		Bm.Ant-A.
588	Spectrogram 1	1	20130210_190000_AWI251-01_AU0231_250Hz.wav	20130210_190000_AWI251-01_AU0231_250Hz.wav	210704.8859	210713.3802	26217	28341	2013/2/10  19:01:44.886	8.494	23.4	28.1	7.8	23.4	27.3		Bm.Ant-A.
589	Spectrogram 1	1	20130210_190000_AWI251-01_AU0231_250Hz.wav	20130210_190000_AWI251-01_AU0231_250Hz.wav	210789.7683	210796.3273	47438	49078	2013/2/10  19:03:09.768	6.559	23.4	28.1	5.1	23.4	27.3		Bm.Ant-A.
590	Spectrogram 1	1	20130210_190000_AWI251-01_AU0231_250Hz.wav	20130210_190000_AWI251-01_AU0231_250Hz.wav	210861.2713	210866.9701	65314	66739	2013/2/10  19:04:21.271	5.699	24.0	28.6	5.0	24.4	28.3		Bm.Ant-A.
591	Spectrogram 1	1	20130210_190000_AWI251-01_AU0231_250Hz.wav	20130210_190000_AWI251-01_AU0231_250Hz.wav	210881.6399	210888.8439	70406	72207	2013/2/10  19:04:41.640	7.204	24.0	28.1	6.1	24.4	27.8		Bm.Ant-A.
592	Spectrogram 1	1	20130210_200000_AWI251-01_AU0231_250Hz.wav	20130210_200000_AWI251-01_AU0231_250Hz.wav	210939.1971	210946.5087	9795	11623	2013/2/10  20:00:39.197	7.312	22.9	27.6	5.6	23.4	27.3		Bm.Ant-A.
593	Spectrogram 1	1	20130210_200000_AWI251-01_AU0231_250Hz.wav	20130210_200000_AWI251-01_AU0231_250Hz.wav	211009.994	211017.1981	27495	29296	2013/2/10  20:01:49.994	7.204	23.4	29.2	6.1	23.9	27.3		Bm.Ant-A.
594	Spectrogram 1	1	20130210_210000_AWI251-01_AU0231_250Hz.wav	20130210_210000_AWI251-01_AU0231_250Hz.wav	211250.6169	211258.3585	12650	14586	2013/2/10  21:00:50.617	7.742	23.4	29.2	6.7	24.4	27.8		Bm.Ant-A.
595	Spectrogram 1	1	20130210_210000_AWI251-01_AU0231_250Hz.wav	20130210_210000_AWI251-01_AU0231_250Hz.wav	211275.3472	211281.4761	18833	20365	2013/2/10  21:01:15.347	6.129	23.4	27.1	5.0	23.4	26.9		Bm.Ant-A.
596	Spectrogram 1	1	20130210_210000_AWI251-01_AU0231_250Hz.wav	20130210_210000_AWI251-01_AU0231_250Hz.wav	211319.8193	211328.5286	29951	32128	2013/2/10  21:01:59.819	8.709	24.5	28.6	7.6	24.9	27.3		Bm.Ant-A.
597	Spectrogram 1	1	20130210_210000_AWI251-01_AU0231_250Hz.wav	20130210_210000_AWI251-01_AU0231_250Hz.wav	211343.521	211349.9724	35876	37489	2013/2/10  21:02:23.521	6.451	24.0	27.6	5.3	24.9	27.3		Bm.Ant-A.
598	Spectrogram 1	1	20130210_210000_AWI251-01_AU0231_250Hz.wav	20130210_210000_AWI251-01_AU0231_250Hz.wav	211400.9384	211408.5726	50231	52139	2013/2/10  21:03:20.938	7.634	22.9	27.6	5.9	23.9	26.9		Bm.Ant-A.
599	Spectrogram 1	1	20130210_220000_AWI251-01_AU0231_250Hz.wav	20130210_220000_AWI251-01_AU0231_250Hz.wav	211586.7244	211595.1112	21677	23774	2013/2/10  22:01:26.724	8.387	23.4	27.6	7.6	23.4	26.9		Bm.Ant-A.
600	Spectrogram 1	1	20130210_220000_AWI251-01_AU0231_250Hz.wav	20130210_220000_AWI251-01_AU0231_250Hz.wav	211622.5296	211632.7444	30628	33182	2013/2/10  22:02:02.530	10.215	23.4	28.1	9.0	23.4	27.3		Bm.Ant-A.
601	Spectrogram 1	1	20130210_220000_AWI251-01_AU0231_250Hz.wav	20130210_220000_AWI251-01_AU0231_250Hz.wav	211652.4434	211659.8625	38107	39962	2013/2/10  22:02:32.443	7.419	24.0	28.1	5.8	24.4	27.3		Bm.Ant-A.
602	Spectrogram 1	1	20130210_220000_AWI251-01_AU0231_250Hz.wav	20130210_220000_AWI251-01_AU0231_250Hz.wav	211696.5746	211704.5313	49140	51129	2013/2/10  22:03:16.575	7.957	22.9	27.1	7.0	23.4	26.9		Bm.Ant-A.
603	Spectrogram 1	1	20130210_220000_AWI251-01_AU0231_250Hz.wav	20130210_220000_AWI251-01_AU0231_250Hz.wav	211767.0023	211775.1741	66747	68790	2013/2/10  22:04:26.002	8.172	23.4	28.6	7.5	23.4	27.8		Bm.Ant-A.
604	Spectrogram 1	1	20130210_230000_AWI251-01_AU0231_250Hz.wav	20130210_230000_AWI251-01_AU0231_250Hz.wav	211998.0373	212005.994	49505	51495	2013/2/10  23:03:18.037	7.957	23.4	28.1	6.9	23.4	27.3		Bm.Ant-A.
605	Spectrogram 1	1	20130211_010000_AWI251-01_AU0231_250Hz.wav	20130211_010000_AWI251-01_AU0231_250Hz.wav	212480.2089	212489.0258	20048	22252	2013/2/11  1:01:20.209	8.817	23.2	27.4	8.0	23.4	27.3		Bm.Ant-A.
606	Spectrogram 1	1	20130211_070000_AWI251-01_AU0231_250Hz.wav	20130211_070000_AWI251-01_AU0231_250Hz.wav	214259.799	214268.7234	14945	17176	2013/2/11  7:00:59.799	8.924	23.7	28.0	5.8	24.9	26.9		Bm.Ant-A.
607	Spectrogram 1	1	20130211_070000_AWI251-01_AU0231_250Hz.wav	20130211_070000_AWI251-01_AU0231_250Hz.wav	214321.994	214329.3056	30494	32321	2013/2/11  7:02:01.994	7.312	23.2	27.4	5.0	24.9	26.9		Bm.Ant-A.
608	Spectrogram 1	1	20130211_070000_AWI251-01_AU0231_250Hz.wav	20130211_070000_AWI251-01_AU0231_250Hz.wav	214384.3575	214392.3143	46084	48074	2013/2/11  7:03:04.358	7.957	22.9	27.6	6.1	24.9	26.9		Bm.Ant-A.
609	Spectrogram 1	1	20130211_070000_AWI251-01_AU0231_250Hz.wav	20130211_070000_AWI251-01_AU0231_250Hz.wav	214446.8725	214454.3992	61713	63595	2013/2/11  7:04:06.872	7.527	22.9	28.1	5.5	24.9	26.9		Bm.Ant-A.
610	Spectrogram 1	1	20130211_080000_AWI251-01_AU0231_250Hz.wav	20130211_080000_AWI251-01_AU0231_250Hz.wav	214641.8406	214648.7221	35455	37176	2013/2/11  8:02:21.841	6.882	23.4	28.1	5.1	24.9	27.3		Bm.Ant-A.
611	Spectrogram 1	1	20130211_080000_AWI251-01_AU0231_250Hz.wav	20130211_080000_AWI251-01_AU0231_250Hz.wav	214759.0348	214765.8088	64754	66447	2013/2/11  8:04:19.035	6.774	23.7	28.3	5.0	24.9	27.3		Bm.Ant-A.
612	Spectrogram 1	1	20130211_090000_AWI251-01_AU0231_250Hz.wav	20130211_090000_AWI251-01_AU0231_250Hz.wav	214810.2159	214816.1297	2549	4027	2013/2/11  9:00:10.216	5.914	23.7	28.3	5.0	24.9	26.9		Bm.Ant-A.
613	Spectrogram 1	1	20130211_090000_AWI251-01_AU0231_250Hz.wav	20130211_090000_AWI251-01_AU0231_250Hz.wav	214998.7969	215006.3235	49694	51576	2013/2/11  9:03:18.797	7.527	23.9	28.0	6.1	24.4	26.9		Bm.Ant-A.
614	Spectrogram 1	1	20130211_090000_AWI251-01_AU0231_250Hz.wav	20130211_090000_AWI251-01_AU0231_250Hz.wav	215062.7115	215070.5607	65673	67635	2013/2/11  9:04:22.712	7.849	23.4	28.6	6.2	23.9	27.3		Bm.Ant-A.
615	Spectrogram 1	1	20130211_100000_AWI251-01_AU0231_250Hz.wav	20130211_100000_AWI251-01_AU0231_250Hz.wav	215175.3512	215181.9101	18833	20473	2013/2/11  10:01:15.351	6.559	23.4	27.6	5.8	23.9	26.9		Bm.Ant-A.
616	Spectrogram 1	1	20130211_100000_AWI251-01_AU0231_250Hz.wav	20130211_100000_AWI251-01_AU0231_250Hz.wav	215299.2647	215305.8236	49811	51451	2013/2/11  10:03:19.265	6.559	23.4	28.1	5.1	23.9	26.9		Bm.Ant-A.
617	Spectrogram 1	1	20130211_110000_AWI251-01_AU0231_250Hz.wav	20130211_110000_AWI251-01_AU0231_250Hz.wav	215553.05	215559.2863	38258	39817	2013/2/11  11:02:33.050	6.236	23.4	28.1	4.2	23.9	27.3		Bm.Ant-A.
618	Spectrogram 1	1	20130211_110000_AWI251-01_AU0231_250Hz.wav	20130211_110000_AWI251-01_AU0231_250Hz.wav	215692.439	215697.9227	73105	74476	2013/2/11  11:04:52.439	5.484	24.3	27.7	4.2	24.4	26.9		Bm.Ant-A.
619	Spectrogram 1	1	20130211_140000_AWI251-01_AU0231_250Hz.wav	20130211_140000_AWI251-01_AU0231_250Hz.wav	216432.9654	216439.9544	33236	34984	2013/2/11  14:02:12.965	6.989	25.3	29.2	5.6	25.9	28.3		Bm.Ant-A.
620	Spectrogram 1	1	20130211_200000_AWI251-01_AU0231_250Hz.wav	20130211_200000_AWI251-01_AU0231_250Hz.wav	218291.6568	218297.5706	47908	49387	2013/2/11  20:03:11.657	5.914	24.0	28.0	5.0	24.9	27.3		Bm.Ant-A.
621	Spectrogram 1	1	20130211_200000_AWI251-01_AU0231_250Hz.wav	20130211_200000_AWI251-01_AU0231_250Hz.wav	218356.755	218362.7763	64183	65688	2013/2/11  20:04:16.755	6.021	24.0	28.0	5.1	24.4	27.3		Bm.Ant-A.
622	Spectrogram 1	1	20130211_210000_AWI251-01_AU0231_250Hz.wav	20130211_210000_AWI251-01_AU0231_250Hz.wav	218410.9265	218419.3083	2726	4821	2013/2/11  21:00:10.927	8.382	23.9	28.5	7.5	24.4	27.8		Bm.Ant-A.
623	Spectrogram 1	1	20130211_210000_AWI251-01_AU0231_250Hz.wav	20130211_210000_AWI251-01_AU0231_250Hz.wav	218443.3985	218453.5057	10844	13370	2013/2/11  21:00:43.399	10.107	24.0	28.5	8.6	24.9	27.3		Bm.Ant-A.
624	Spectrogram 1	1	20130211_210000_AWI251-01_AU0231_250Hz.wav	20130211_210000_AWI251-01_AU0231_250Hz.wav	218510.6452	218518.8169	27655	29698	2013/2/11  21:01:50.645	8.172	22.8	28.5	5.9	24.4	26.9		Bm.Ant-A.
626	Spectrogram 1	1	20130211_210000_AWI251-01_AU0231_250Hz.wav	20130211_210000_AWI251-01_AU0231_250Hz.wav	218676.3223	218684.3865	69075	71091	2013/2/11  21:04:36.322	8.064	22.8	28.0	6.7	23.4	27.3		Bm.Ant-A.
627	Spectrogram 1	1	20130211_220000_AWI251-01_AU0231_250Hz.wav	20130211_220000_AWI251-01_AU0231_250Hz.wav	218822.6472	218831.4641	30656	32860	2013/2/11  22:02:02.647	8.817	22.8	28.0	6.9	23.4	27.3		Bm.Ant-A.
628	Spectrogram 1	1	20130211_220000_AWI251-01_AU0231_250Hz.wav	20130211_220000_AWI251-01_AU0231_250Hz.wav	218834.3672	218842.6465	33586	35656	2013/2/11  22:02:14.367	8.279	22.8	28.0	7.0	22.9	27.3		Bm.Ant-A.
629	Spectrogram 1	1	20130211_220000_AWI251-01_AU0231_250Hz.wav	20130211_220000_AWI251-01_AU0231_250Hz.wav	218889.7417	218897.2683	47429	49311	2013/2/11  22:03:09.742	7.527	23.4	28.5	6.2	23.4	27.3		Bm.Ant-A.
630	Spectrogram 1	1	20130211_220000_AWI251-01_AU0231_250Hz.wav	20130211_220000_AWI251-01_AU0231_250Hz.wav	218954.99	218964.022	63742	66000	2013/2/11  22:04:14.990	9.032	22.8	28.0	6.9	23.4	27.3		Bm.Ant-A.
631	Spectrogram 1	1	20130211_220000_AWI251-01_AU0231_250Hz.wav	20130211_220000_AWI251-01_AU0231_250Hz.wav	218754.2157	218761.5273	13548	15376	2013/2/11  22:00:54.216	7.312	22.3	26.8	6.6	22.5	26.4		Bm.Ant-A.
632	Spectrogram 1	1	20130211_220000_AWI251-01_AU0231_250Hz.wav	20130211_220000_AWI251-01_AU0231_250Hz.wav	218895.613	218901.7418	48897	50429	2013/2/11  22:03:15.613	6.129	22.8	28.5	5.8	22.9	27.3		Bm.Ant-A.
633	Spectrogram 1	1	20130211_220000_AWI251-01_AU0231_250Hz.wav	20130211_220000_AWI251-01_AU0231_250Hz.wav	218962.109	218968.4529	65521	67107	2013/2/11  22:04:22.109	6.344	22.8	28.0	5.3	22.9	27.3		Bm.Ant-A.
634	Spectrogram 1	1	20130211_230000_AWI251-01_AU0231_250Hz.wav	20130211_230000_AWI251-01_AU0231_250Hz.wav	219099.4182	219105.6546	24849	26408	2013/2/11  23:01:39.418	6.236	23.4	27.4	5.6	23.4	26.9		Bm.Ant-A.
635	Spectrogram 1	1	20130212_000000_AWI251-01_AU0231_250Hz.wav	20130212_000000_AWI251-01_AU0231_250Hz.wav	219374.0	219381.2041	18494	20295	2013/2/12  0:01:13.000	7.204	23.4	29.1	5.8	23.4	27.3		Bm.Ant-A.
636	Spectrogram 1	1	20130212_020000_AWI251-01_AU0231_250Hz.wav	20130212_020000_AWI251-01_AU0231_250Hz.wav	219942.1082	219948.022	10521	12000	2013/2/12  2:00:42.108	5.914	22.8	28.0	5.1	23.4	27.8		Bm.Ant-A.
637	Spectrogram 1	1	20130212_020000_AWI251-01_AU0231_250Hz.wav	20130212_020000_AWI251-01_AU0231_250Hz.wav	219997.8519	220003.8732	24457	25962	2013/2/12  2:01:37.852	6.021	22.8	28.5	5.1	23.4	27.3		Bm.Ant-A.
638	Spectrogram 1	1	20130212_080000_AWI251-01_AU0231_250Hz.wav	20130212_080000_AWI251-01_AU0231_250Hz.wav	221782.7763	221790.0879	20688	22516	2013/2/12  8:01:22.776	7.312	23.6	27.8	5.8	24.4	26.9		Bm.Ant-A.
639	Spectrogram 1	1	20130212_080000_AWI251-01_AU0231_250Hz.wav	20130212_080000_AWI251-01_AU0231_250Hz.wav	221884.6658	221891.3323	46160	47827	2013/2/12  8:03:04.666	6.667	23.6	27.3	5.5	24.4	26.9		Bm.Ant-A.
